Planet_name,Orbit_period,Semi_major_axis,Eccentricity,Mass (EU),Radius (EU),Density,Eqilibrium_temp,Insolation_flux,Distance,Effective_temp,Surface_Stellar_gravity,Stellar_luminosity,Stellar_mass,Stellar_radius,Habitable
HD 27894 d,5174.0,5.448,0.389,1721.04945,12.8,4.51,,,43.88,4894.0,4.08,-0.409,0.8,0.89,0
HD 28185 b,379.0,1.02,0.05,1875.197,12.8,4.91,,,39.6,5662.0,4.42,0.016,1.02,1.03,0
HD 28254 b,1116.0,2.15,0.81,368.67,13.7,0.788,,,54.7,5664.0,4.12,0.34,1.06,1.48,0
HD 285507 b,6.0881,0.06,0.09,311.4734,13.8,0.651,,,45.09,4503.0,4.67,-0.719,0.82,0.69,0
HD 285968 b,8.7836,0.066,0.0,8.4,2.83,2.04,450.0,,9.47,3679.0,4.81,-1.472,0.45,0.45,0
HD 28678 b,380.2,1.18,0.149,490.09386,13.5,1.09,,,190.92,4972.0,3.06,1.26,1.53,6.48,0
HD 29021 b,1362.3,2.28,0.459,762.792,13.3,1.78,,,31.02,5560.0,4.44,-0.174,0.85,0.85,0
HD 290327 b,2443.0,3.43,0.08,772.3269,13.3,1.8,,,56.7,5505.0,4.41,-0.137,0.84,0.95,0
HD 2952 b,311.60001,1.23,0.13,435.4271,13.6,0.951,,,110.45,4844.0,2.67,1.77,1.97,10.76,0
HD 30177 b,2770.0,3.81,0.19,3006.6718,12.5,8.46,,,55.68,5556.0,4.3,0.084,0.93,1.13,0
HD 30177 c,11613.0,9.89,0.22,2415.508,12.6,6.64,,,55.68,5556.0,4.3,0.084,0.93,1.13,0
HD 30562 b,1157.0,2.34,0.76,387.7526,13.7,0.829,,,26.18,5882.0,4.07,0.465,1.12,1.61,0
HD 30669 b,1684.0,2.69,0.18,149.37,14.3,0.281,,,57.1,5400.0,4.37,-0.146,0.92,0.91,0
HD 30856 b,847.0,1.85,0.061,491.68301,13.5,1.1,,,131.7,4895.0,3.2,1.091,1.17,4.4,0
HD 31253 b,466.0,1.26,0.3,197.0546,14.1,0.386,,,58.24,6130.0,4.18,0.603,1.7,1.75,0
HD 31527 b,16.5535,0.1254,0.1,10.47,3.22,1.72,,,38.57,5898.0,4.45,0.079,0.96,1.07,0
HD 31527 c,51.2053,0.2663,0.04,14.16,3.85,1.36,,,38.57,5898.0,4.45,0.079,0.96,1.07,0
HD 31527 d,271.6737,0.8098,0.24,11.82,3.46,1.57,,,38.57,5898.0,4.45,0.079,0.96,1.07,0
HD 3167 b,0.959624,0.0186,0.0,5.02,1.7,5.6,1669.0,1625.0,47.36,5528.0,4.53,-0.262,0.94,0.87,0
HD 3167 c,29.83832,0.1841,0.267,9.8,2.86,1.97,531.0,16.6,47.36,5528.0,4.53,-0.262,0.94,0.87,0
HD 3167 d,8.509,0.07757,0.36,6.9,2.52,2.37,,88.9,47.36,5528.0,4.53,-0.262,0.94,0.87,0
HD 32518 b,157.54,0.59,0.01,966.16,13.1,2.36,,,122.55,4580.0,2.1,1.666,1.13,10.22,0
HD 32963 b,2372.0,3.41,0.07,222.481,14.0,0.446,,,38.12,5727.0,4.41,0.064,0.94,1.09,0
HD 330075 b,3.38773,0.04,0.0,152.5584,14.3,0.287,990.0,,45.36,5000.0,4.26,-0.405,0.47,0.84,0
HD 33142 b,326.0,1.07,0.066,440.19455,13.6,0.962,,,121.8,4978.0,3.4,0.998,1.41,4.45,0
HD 33142 c,834.0,,0.05,1897.4451,12.8,4.97,,,121.8,4978.0,3.4,0.998,1.41,4.45,0
HD 33283 b,18.1991,0.1508,0.399,104.56607,12.5,0.294,,,90.1,5935.0,4.12,0.64,1.38,1.97,0
HD 33564 b,388.0,1.1,0.34,2892.1,12.5,8.14,,,20.97,6250.0,4.0,0.535,1.25,1.44,0
HD 33844 b,551.40002,1.6,0.15,638.8383,13.4,1.46,,,100.9,4861.0,3.24,1.173,1.84,5.39,0
HD 33844 c,916.0,2.24,0.13,556.2025,13.5,1.24,,,100.9,4861.0,3.24,1.173,1.84,5.39,0
HD 34445 b,1049.0,2.07,0.27,260.6206,13.9,0.533,,,46.15,5879.0,4.21,0.339,1.14,1.38,0
HD 34445 c,214.67,0.7181,0.036,53.5,8.42,0.492,,,46.15,5879.0,4.21,0.339,1.14,1.38,0
HD 34445 d,117.87,0.4817,0.027,30.7,6.07,0.754,,,46.15,5879.0,4.21,0.339,1.14,1.38,0
HD 34445 e,49.175,0.2687,0.09,16.8,4.26,1.19,,,46.15,5879.0,4.21,0.339,1.14,1.38,0
HD 34445 f,676.8,1.543,0.031,37.9,6.88,0.64,,,46.15,5879.0,4.21,0.339,1.14,1.38,0
HD 34445 g,5700.0,6.36,0.032,120.6,13.6,0.263,,,46.15,5879.0,4.21,0.339,1.14,1.38,0
HD 35759 b,82.467,0.389,0.389,1195.0408,13.0,2.99,,,72.5,6060.0,4.24,0.537,1.15,1.76,0
HD 3651 b,62.218,0.295,0.596,72.78,10.1,0.388,,,11.1,5221.0,4.51,-0.267,0.88,0.88,0
HD 37124 b,154.378,0.53364,0.054,214.53525,14.0,0.43,,,31.69,5492.0,4.5,-0.112,0.85,0.91,0
HD 37124 c,885.5,1.71,0.125,207.22516,14.1,0.406,,,31.69,5492.0,4.5,-0.112,0.85,0.91,0
HD 37124 d,1862.0,2.807,0.16,221.20968,14.0,0.443,,,31.69,5492.0,4.5,-0.112,0.85,0.91,0
HD 37605 b,55.01292,0.277,0.6745,854.9627,13.2,2.04,,,46.85,5329.0,4.51,-0.22,0.94,0.91,0
HD 37605 c,2720.0,3.74,0.03,1013.8777,13.1,2.48,,,46.85,5329.0,4.51,-0.22,0.94,0.91,0
HD 38283 b,363.20001,1.02,0.41,127.132,14.0,0.255,,,38.1,5981.0,4.23,0.411,1.37,1.49,0
HD 38529 b,14.30944,0.1294,0.28,253.31051,13.9,0.518,,,42.4,5541.0,3.77,0.84,1.41,2.56,0
HD 38529 c,2136.1,3.64,0.3407,4128.6117,12.3,12.2,,,42.4,5541.0,3.77,0.84,1.41,2.56,0
HD 38801 b,686.8,1.66,0.059,3219.6179,12.5,9.06,,,91.68,5207.0,3.77,0.606,1.29,2.41,0
HD 39091 b,2093.07,3.1,0.637,3184.6566,12.5,8.96,,,18.28,6037.0,4.42,0.16,1.09,1.1,0
HD 40307 b,4.3123,0.0468,0.2,4.0,1.83,3.59,910.0,,12.94,4956.0,4.47,-0.639,0.77,0.71,0
HD 40307 c,9.6184,0.0799,0.06,6.6,2.46,2.44,696.0,,12.94,4956.0,4.47,-0.639,0.77,0.71,0
HD 40307 d,20.432,0.1321,0.07,9.5,3.04,1.86,541.0,,12.94,4956.0,4.47,-0.639,0.77,0.71,0
HD 40307 f,51.76,0.247,0.02,5.2,2.13,2.96,398.0,,12.94,4956.0,4.47,-0.639,0.77,0.71,0
HD 40956 b,578.6,1.4,0.24,858.141,13.2,2.05,,,118.48,4869.0,3.02,1.664,2.0,8.56,0
HD 40979 b,264.14999,0.85,0.25,1484.2661,12.9,3.8,,,33.3,6165.0,4.43,0.292,1.45,1.21,0
HD 41004 A b,963.0,,0.74,807.25,13.2,1.93,,,43.03,5010.0,4.42,-0.187,0.7,0.85,0
HD 41004 B b,1.3283,,0.081,5838.29,12.1,18.1,,,43.03,,,,0.4,,0
HD 4113 b,526.62,1.28,0.903,495.79,13.5,1.11,,,41.92,5688.0,4.4,0.086,0.99,1.08,0
HD 42012 b,857.5,1.67,0.2,508.528,13.5,1.14,,,37.1,5405.0,4.45,-0.27,0.83,0.82,0
HD 4203 b,431.88,1.17,0.52,708.7609,13.3,1.66,,,81.57,5596.0,4.23,0.298,1.25,1.42,0
HD 4203 c,6700.0,6.95,0.24,689.66,13.3,1.61,,,81.57,5596.0,4.23,0.298,1.25,1.42,0
HD 4208 b,828.0,1.65,0.05,260.6206,13.9,0.533,,,34.23,5629.0,4.46,-0.1,0.9,0.92,0
HD 42618 b,149.61,0.554,0.19,14.4,3.89,1.34,337.0,3.16,23.5,5727.0,4.44,-0.009,1.01,1.0,0
HD 4308 b,15.56,0.12,0.0,15.8915,4.12,1.25,,,22.03,5686.0,4.39,0.01,0.93,1.02,0
HD 4313 b,356.21,1.157,0.147,612.45841,13.4,1.4,,,136.82,4943.0,3.24,1.161,1.63,5.14,0
HD 43197 b,327.8,0.92,0.83,190.69,14.1,0.374,,,56.3,5508.0,4.31,-0.137,0.96,1.0,0
HD 43691 b,36.9987,0.238,0.0796,810.4665,13.2,1.94,,,85.81,6093.0,4.28,0.5,1.32,1.6,0
HD 44219 b,472.3,1.19,0.61,184.33,14.1,0.361,,,50.4,5752.0,4.21,0.26,1.0,1.32,0
HD 45184 b,5.8854,0.0644,0.07,12.19,3.52,1.54,,,21.88,5869.0,4.47,0.053,1.03,1.05,0
HD 45184 c,13.1354,0.11,0.07,8.81,2.91,1.96,,,21.88,5869.0,4.47,0.053,1.03,1.05,0
HD 45350 b,963.6,1.92,0.778,568.89,13.5,1.27,,,46.94,5616.0,4.32,0.141,1.02,1.25,0
HD 45364 b,226.93,0.6813,0.1684,59.4953,8.97,0.453,,,34.39,5434.0,4.38,-0.244,0.82,0.89,0
HD 45364 c,342.85,0.8972,0.0974,209.0915,14.1,0.41,,,34.39,5434.0,4.38,-0.244,0.82,0.89,0
HD 45652 b,44.073,0.237,0.607,137.62039,14.3,0.259,,,34.89,5294.0,4.2,-0.2,0.92,0.94,0
HD 46375 b,3.023573,0.0398,0.063,71.8,10.0,0.395,,,29.58,5285.0,4.53,-0.245,0.92,0.94,0
HD 47186 b,4.0845,0.05,0.04,22.2481,5.02,0.966,,,37.5,5657.0,4.36,0.043,0.96,1.08,0
HD 47186 c,1353.6,2.395,0.249,111.42,13.0,0.279,,,37.5,5657.0,4.36,0.043,0.96,1.08,0
HD 4732 b,360.2,1.19,0.13,753.23,13.3,1.76,,,54.87,4959.0,3.16,1.19,1.74,5.4,0
HD 4732 c,2732.0,4.6,0.23,753.23,13.3,1.76,,,54.87,4959.0,3.16,1.19,1.74,5.4,0
HD 47366 b,363.3,1.214,0.089,556.2025,13.5,1.24,,,80.0,4866.0,2.97,1.417,1.81,7.3,0
HD 47366 c,684.7,1.853,0.278,591.1638,13.4,1.35,,,80.0,4866.0,2.97,1.417,1.81,7.3,0
HD 47536 b,712.13,1.93,0.2,2330.0,12.6,6.4,,,122.95,4424.0,2.13,2.27,0.91,22.39,0
HD 48265 b,780.3,1.81,0.08,467.2101,13.6,1.02,,,85.4,5650.0,3.92,0.584,1.28,2.05,0
HD 4917 b,400.5,1.167,0.066,513.29545,13.5,1.15,,,205.45,4802.0,2.97,1.456,1.32,5.01,0
HD 49674 b,4.94737,0.06,0.09,31.783,6.2,0.733,,,43.09,5602.0,4.44,-0.021,1.03,1.02,0
HD 50499 b,2482.7,3.86,0.23,543.47,13.5,1.21,,,46.35,6036.0,4.28,0.376,1.24,1.42,0
HD 50554 b,1293.0,2.353,0.501,1574.464,12.9,4.03,,,31.19,5987.0,4.32,0.143,1.04,1.02,0
HD 51608 b,14.0726,0.1059,0.09,12.77,3.62,1.48,,,34.83,5358.0,4.36,-0.244,0.8,0.92,0
HD 51608 c,95.9446,0.3809,0.14,14.31,3.87,1.36,,,34.83,5358.0,4.36,-0.244,0.8,0.92,0
HD 52265 b,119.29,0.5,0.32,368.6828,13.7,0.788,405.0,,30.01,6117.0,4.32,0.361,1.32,1.32,0
HD 5319 b,637.1,1.57,0.092,494.54348,13.5,1.1,,,114.0,4871.0,3.26,0.985,1.27,4.06,0
HD 5319 c,872.2,1.93,0.183,334.67499,13.8,0.7,,,114.0,4871.0,3.26,0.985,1.27,4.06,0
HD 55696 b,1827.0,3.18,0.705,1230.0021,13.0,3.08,,,78.15,6012.0,,0.43,1.29,1.52,0
HD 5583 b,139.35,0.53,0.076,1837.0574,12.8,4.81,,,221.0,4830.0,2.53,1.61,1.01,9.09,0
HD 5608 b,779.9,1.911,0.056,534.27223,13.5,1.19,,,58.21,4877.0,3.19,1.171,1.53,5.14,0
HD 564 b,492.3,1.2,0.096,104.88,12.5,0.295,,,53.6,5902.0,4.53,0.019,0.96,1.01,0
HD 5891 b,177.11,0.64,0.07,2425.0429,12.6,6.66,,,285.75,4673.0,2.67,1.595,1.93,10.64,0
HD 59686 A b,299.36,1.086,0.05,2199.3836,12.7,5.9,,,96.8,4658.0,2.49,1.822,1.9,13.2,0
HD 60532 b,201.9,0.77,0.26,336.8998,13.8,0.704,,,25.3,6245.0,3.8,1.001,1.5,2.57,0
HD 60532 c,600.1,1.6,0.03,797.7533,13.3,1.86,,,25.3,6245.0,3.8,1.001,1.5,2.57,0
HD 62509 b,589.64,1.64,0.02,731.0,13.3,1.71,,,10.34,4946.0,3.07,1.59,2.1,8.31,0
HD 63454 b,2.81805,0.04,0.0,79.4575,12.31,0.234,,,37.73,4812.0,4.28,-0.53,0.42,0.77,0
HD 63765 b,358.0,0.94,0.24,168.4499,14.2,0.323,,,32.57,5449.0,4.41,-0.256,0.65,0.83,0
HD 6434 b,21.998,0.14,0.17,155.7367,14.2,0.299,,,42.41,5769.0,4.38,0.103,1.1,1.12,0
HD 65216 b,613.09998,1.37,0.41,375.0394,13.7,0.801,,,35.16,5645.0,4.49,-0.15,0.88,0.88,0
HD 65216 c,152.6,0.54,0.02,54.03,8.47,0.489,,,35.16,5645.0,4.49,-0.15,0.88,0.88,0
HD 66141 b,480.5,1.2,0.07,1906.9,12.8,5.0,,,68.16,4323.0,1.78,2.24,1.1,21.4,0
HD 66428 b,1973.0,3.14,0.47,839.0712,13.2,2.0,,,53.36,5716.0,4.33,0.096,1.0,1.13,0
HD 67087 b,352.2,1.08,0.17,973.0,13.1,2.38,,,76.69,6330.0,4.19,0.54,1.36,1.55,0
HD 67087 c,2374.0,3.86,0.76,1540.0,12.9,3.94,,,76.69,6330.0,4.19,0.54,1.36,1.55,0
HD 6718 b,2496.0,3.55,0.1,533.9544,13.5,1.19,,,54.9,5801.0,4.51,-0.017,1.08,0.95,0
HD 68402 b,1103.0,2.18,0.03,975.7381,13.1,2.39,,,78.0,5950.0,4.47,0.068,1.12,1.02,0
HD 68988 b,6.27711,0.07,0.12,626.1251,13.4,1.43,,,60.95,5932.0,4.4,0.222,1.28,1.19,0
HD 69830 b,8.667,0.0785,0.1,10.2,3.17,1.76,,,12.56,5385.0,4.47,-0.22,0.86,0.9,0
HD 69830 c,31.56,0.186,0.13,11.8,3.46,1.57,,,12.56,5385.0,4.47,-0.22,0.86,0.9,0
HD 69830 d,197.0,0.63,0.07,18.1,4.45,1.13,,,12.56,5385.0,4.47,-0.22,0.86,0.9,0
HD 70573 b,851.8,1.76,0.4,1900.0,12.8,4.98,,,45.7,5737.0,4.59,-0.001,1.0,0.98,0
HD 70642 b,2068.0,3.18,0.03,587.9855,13.4,1.34,,,29.3,5665.0,4.4,0.012,0.96,1.02,0
HD 7199 b,615.0,1.36,0.19,85.8141,11.1,0.345,,,36.19,5371.0,4.35,-0.123,0.77,0.97,0
HD 72490 b,858.0,1.88,0.124,561.92344,13.5,1.26,,,126.79,4934.0,3.21,1.091,1.21,4.96,0
HD 72659 b,3658.0,4.75,0.22,1223.6455,13.0,3.06,,,51.4,5932.0,4.27,0.376,1.43,1.46,0
HD 72892 b,39.475,0.228,0.423,1732.1735,12.8,4.54,,,72.78,5688.0,4.27,0.146,1.02,1.22,0
HD 73267 b,1260.0,2.198,0.256,973.0,13.1,2.38,,,54.91,5317.0,4.28,-0.106,0.89,1.04,0
HD 73526 b,188.3,0.65,0.19,978.9164,13.1,2.39,,,97.51,5601.0,4.12,0.338,1.14,1.53,0
HD 73526 c,379.1,1.03,0.28,715.09,13.3,1.67,,,97.51,5601.0,4.12,0.338,1.14,1.53,0
HD 73534 b,1750.0,2.99,0.126,353.42696,13.7,0.755,,,81.0,4917.0,3.6,0.582,1.16,2.58,0
HD 74156 b,51.645,0.292,0.627,572.07,13.4,1.31,,,64.6,6068.0,4.19,0.401,1.24,1.44,0
HD 74156 c,2473.0,3.85,0.432,2561.6,12.6,7.04,,,64.6,6068.0,4.19,0.401,1.24,1.44,0
HD 7449 b,1275.0,2.34,0.82,438.6054,13.6,0.958,,,38.71,6047.0,4.52,0.102,1.14,0.97,0
HD 75289 b,3.50927,0.05,0.03,155.7367,14.2,0.299,1260.0,,29.14,6117.0,4.37,0.312,1.29,1.23,0
HD 75784 b,341.2,1.032,0.097,317.83,13.8,0.665,,,68.7,4867.0,3.46,0.759,1.26,3.4,0
HD 75784 c,7900.0,8.4,0.489,1792.5612,12.8,4.7,,,68.7,4867.0,3.46,0.759,1.26,3.4,0
HD 75898 b,422.9,1.191,0.11,861.3193,13.2,2.06,,,78.23,5963.0,4.31,0.46,1.26,1.58,0
HD 76700 b,3.97097,0.05,0.09,66.7443,9.6,0.415,,,60.99,5644.0,4.16,0.257,0.99,1.37,0
HD 76920 b,415.4,1.149,0.856,1249.0719,13.0,3.12,,,184.8,4698.0,2.94,1.38,1.17,7.47,0
HD 77338 b,5.7361,0.06,0.09,15.9,4.12,1.25,,,46.0,5341.0,4.6,-0.15,1.37,0.97,0
HD 7924 b,5.39792,0.06,0.06,6.3566,2.4,2.53,826.0,113.7,16.82,5131.0,4.46,-0.414,0.65,0.78,0
HD 7924 c,15.299,0.1134,0.098,7.86,2.72,2.15,584.0,28.35,16.82,5131.0,4.46,-0.414,0.65,0.78,0
HD 7924 d,24.451,0.1551,0.21,6.44,2.42,2.5,499.0,15.17,16.82,5131.0,4.46,-0.414,0.65,0.78,0
HD 79498 b,1807.0,2.98,0.575,425.8922,13.6,0.93,,,49.0,5748.0,4.37,0.03,1.08,1.05,0
HD 80606 b,111.4367,0.449,0.93,1392.0954,11.994,5.08,405.0,,66.6,5561.0,4.42,0.001,1.15,1.04,0
HD 81040 b,1001.70001,1.94,0.53,2310.6241,12.6,6.35,,,34.47,5755.0,4.54,-0.076,1.05,0.91,0
HD 81688 b,184.02,0.81,0.0,858.1,13.2,2.05,,,85.92,4753.0,2.22,1.857,2.1,13.0,0
HD 82886 b,705.0,1.58,0.07,740.5439,13.3,1.73,,,127.52,4953.0,3.4,1.165,2.53,5.26,0
HD 82943 b,441.47,1.18306,0.162,534.25,13.5,1.19,,,27.61,6016.0,4.46,0.195,1.2,1.03,0
HD 82943 c,220.078,0.74345,0.3663,622.603,13.4,1.42,,,27.61,6016.0,4.46,0.195,1.2,1.03,0
HD 83443 b,2.9857,0.04,0.01,108.0622,12.7,0.29,,,40.95,5442.0,4.39,-0.104,0.79,0.94,0
HD 8535 b,1313.0,2.45,0.15,216.1244,14.0,0.433,,,52.5,6136.0,4.46,0.333,1.13,1.19,0
HD 85390 b,788.0,1.52,0.41,34.9613,6.56,0.681,,,33.56,5164.0,4.36,-0.364,0.54,0.8,0
HD 85512 b,58.43,0.26,0.11,3.1783,1.6,4.26,298.0,,11.28,4300.0,4.36,-0.775,0.43,0.71,0
HD 8574 b,227.0,0.76,0.3,645.1949,13.4,1.47,,,44.2,6064.0,4.28,0.377,1.34,1.38,0
HD 86081 b,2.1378431,0.0346,0.0119,470.3884,13.6,1.03,,,104.24,5939.0,4.18,0.38,1.21,1.46,0
HD 86226 b,1695.0,2.84,0.15,292.39,13.9,0.598,,,45.74,5903.0,4.36,0.025,1.06,1.02,0
HD 86264 b,1475.0,2.86,0.7,2224.81,12.7,5.97,,,67.94,6210.0,4.02,0.66,1.42,1.88,0
HD 8673 b,1634.0,3.02,0.723,4513.0,12.3,13.3,,,37.9,6472.0,4.27,0.533,1.35,1.39,0
HD 86950 b,1270.0,2.72,0.17,1144.188,13.0,2.86,,,169.0,4805.0,2.66,1.56,1.66,8.8,0
HD 87646 b,13.481,0.117,0.05,3941.092,12.4,11.4,,,135.17,5770.0,4.1,0.96,1.12,1.55,0
HD 87883 b,2754.0,3.58,0.53,489.4582,13.5,1.09,,,18.3,4915.0,4.47,-0.466,0.66,0.79,0
HD 88133 b,3.414884,0.0479,0.031,324.1866,13.8,0.678,,,73.77,5392.0,3.88,0.497,1.26,2.2,0
HD 89307 b,2166.0,3.27,0.2,670.6213,13.4,1.53,,,32.04,5955.0,4.46,0.132,1.27,1.1,0
HD 89345 b,11.8143,0.1066,0.22,34.9613,7.398,0.471,1089.0,,132.8,5576.0,4.02,0.425,1.16,1.75,0
HD 89744 b,256.78,0.918,0.673,2682.37,12.6,7.37,,,39.0,6291.0,3.98,0.805,1.56,2.16,0
HD 90156 b,49.77,0.25,0.31,17.98,4.43,1.14,,,21.96,5599.0,4.48,-0.143,0.84,0.87,0
HD 9174 b,1179.0,2.2,0.12,352.7913,13.7,0.754,,,78.93,5577.0,4.03,0.382,1.03,1.67,0
HD 92788 b,325.81,0.95,0.33,1179.1493,13.0,2.95,,,34.69,5738.0,4.41,0.098,1.15,1.11,0
HD 93083 b,143.58,0.477,0.14,117.59,13.4,0.269,,,28.54,4995.0,4.26,-0.387,0.7,0.85,0
HD 9446 b,30.052,0.189,0.2,222.472,14.0,0.446,,,50.42,5793.0,4.53,0.041,1.0,1.0,0
HD 9446 c,192.9,0.654,0.06,578.426,13.4,1.32,,,50.42,5793.0,4.53,0.041,1.0,1.0,0
HD 94834 b,1576.0,2.74,0.14,400.4658,13.7,0.856,,,98.43,4798.0,3.22,0.993,1.11,4.2,0
HD 95086 b,,55.7,,1589.0,12.9,4.07,1000.0,,86.44,7520.79,,0.822,1.6,1.52,0
HD 95089 b,1785.0,3.33,0.284,1096.5135,13.1,2.68,,,137.46,4918.0,3.24,1.125,1.54,5.08,0
HD 95089 c,464.4,1.36,0.119,400.4658,13.7,0.856,,,137.46,4918.0,3.24,1.125,1.54,5.08,0
HD 95127 b,482.0,1.28,0.11,3378.5329,12.4,9.74,,,332.0,4218.0,1.78,2.559,3.7,41.01,0
HD 95872 b,4375.0,5.15,0.06,1188.6842,13.0,2.97,,,7.56,5312.0,4.43,-0.242,0.7,0.84,0
HD 96063 b,362.5,1.11,0.17,403.6441,13.7,0.863,,,140.62,5020.0,3.33,1.013,1.37,4.75,0
HD 96127 b,647.29999,1.42,0.3,6661.7168,12.1,20.7,,,597.42,3943.0,2.06,2.863,10.94,51.1,0
HD 96167 b,498.04,1.332,0.685,227.88411,14.0,0.456,,,85.51,5733.0,3.99,0.565,1.27,1.94,0
HD 97658 b,9.4909,0.0796,0.06,9.5349,2.354,3.9,757.0,,21.58,5175.0,4.49,-0.438,0.89,0.74,0
HD 98219 b,433.8,1.26,0.079,624.21812,13.4,1.43,,,114.07,4925.0,3.36,0.918,1.41,4.6,0
HD 98649 b,4951.0,5.6,0.85,2161.2,12.7,5.8,,,42.22,5759.0,4.38,-0.066,1.0,1.0,0
HD 98736 b,968.8,1.864,0.226,740.5439,13.3,1.73,,,32.48,5271.0,,-0.22,0.92,0.93,0
HD 99109 b,439.29999,1.11,0.09,139.8452,14.3,0.263,,,54.88,5282.0,4.34,-0.172,0.76,0.98,0
HD 99492 b,17.0431,0.12,0.25,22.2481,5.02,0.966,,,55.7,4815.0,4.28,-0.447,0.48,0.83,0
HD 99706 b,841.0,1.98,0.25,390.9309,13.7,0.835,,,147.21,4862.0,3.09,1.302,1.46,5.52,0
HD 99706 c,1278.0,,0.411,1808.4527,12.8,4.74,,,147.21,4862.0,3.09,1.302,1.46,5.52,0
HIP 105854 b,184.2,0.81,0.02,2606.1,12.6,7.16,,,78.8,4780.0,2.94,1.67,2.1,10.31,0
HIP 107773 b,144.3,0.72,0.09,629.3034,13.4,1.44,,,103.63,4945.0,2.6,1.87,2.42,11.6,0
HIP 109384 b,499.48,1.134,0.549,495.8148,13.5,1.11,,,56.2,5180.0,4.43,-0.319,0.78,0.83,0
HIP 109600 b,232.08,0.706,0.163,851.7844,13.2,2.04,,,58.6,5530.0,4.45,-0.079,0.87,0.97,0
HIP 116454 b,9.1205,0.0906,0.2,12.7132,2.466,4.17,690.0,,55.2,5089.0,4.59,-0.471,0.81,0.72,0
HIP 12961 b,57.435,0.25,0.17,114.4188,13.2,0.273,,,23.39,3901.0,4.65,-1.019,0.69,0.65,0
HIP 14810 b,6.673892,0.0696,0.14399,1239.537,13.0,3.1,,,50.55,5544.0,4.32,-0.01,1.01,1.07,0
HIP 14810 c,147.747,0.549,0.1566,416.3573,13.6,0.91,,,50.55,5544.0,4.32,-0.01,1.01,1.07,0
HIP 14810 d,981.8,1.94,0.185,187.5197,14.1,0.368,,,50.55,5544.0,4.32,-0.01,1.01,1.07,0
HIP 41378 b,15.5712,,,8.75,2.9,1.97,,,106.61,6199.0,4.18,0.396,1.15,1.4,0
HIP 41378 c,31.6978,,,7.08,2.56,2.32,,,106.61,6199.0,4.18,0.396,1.15,1.4,0
HIP 41378 d,156.0,,,14.9,3.96,1.32,,,106.61,6199.0,4.18,0.396,1.15,1.4,0
HIP 41378 e,131.0,,,26.0,5.51,0.854,,,106.61,6199.0,4.18,0.396,1.15,1.4,0
HIP 41378 f,324.0,,,74.0,10.2,0.383,,,106.61,6199.0,4.18,0.396,1.15,1.4,0
HIP 5158 b,345.72,0.89,0.52,305.1168,13.8,0.638,,,51.68,4813.0,4.32,-0.548,0.43,0.75,0
HIP 5158 c,9017.76,7.7,0.14,4780.1632,12.2,14.5,,,51.68,4813.0,4.32,-0.548,0.43,0.75,0
HIP 57274 b,8.1352,0.07,0.19,6.3566,2.4,2.53,,,25.88,4510.0,4.11,-0.645,0.29,0.78,0
HIP 57274 c,32.03,0.178,0.05,130.0,14.2,0.249,,,25.88,4510.0,4.11,-0.645,0.29,0.78,0
HIP 57274 d,431.7,1.01,0.27,167.4,14.2,0.321,,,25.88,4510.0,4.11,-0.645,0.29,0.78,0
HIP 63242 b,124.6,0.565,0.23,2917.56,12.5,8.21,,,157.16,4830.0,2.53,1.63,1.54,10.28,0
HIP 65407 b,28.125,0.177,0.14,136.03124,14.3,0.256,,,55.5,5460.0,4.47,-0.186,0.93,0.95,0
HIP 65407 c,67.3,0.316,0.12,249.17872,13.9,0.51,,,55.5,5460.0,4.47,-0.186,0.93,0.95,0
HIP 65426 b,,92.0,,2860.47,16.814,3.31,1500.0,,111.4,8840.0,,1.24,1.96,1.77,0
HIP 65891 b,1084.5,2.81,0.13,1906.98,12.8,5.0,,,136.05,5000.0,2.9,1.65,2.5,8.93,0
HIP 67537 b,2556.5,4.91,0.59,3527.913,12.4,10.2,,,112.6,4985.0,2.85,1.617,2.41,8.69,0
HIP 67851 b,88.9,0.46,0.05,438.6054,13.6,0.958,,,65.96,4890.0,3.15,1.244,1.63,5.92,0
HIP 67851 c,2131.8,3.82,0.17,2002.2,12.7,5.37,,,65.96,4890.0,3.15,1.244,1.63,5.92,0
HIP 70849 b,17337.5,20.25,0.715,2860.0,12.5,8.05,,,24.07,4105.0,,-1.048,0.63,0.59,0
HIP 74890 b,822.3,2.1,0.07,762.792,13.3,1.78,,,91.49,4850.0,3.1,1.215,1.74,5.77,0
HIP 75458 b,511.098,1.275,0.7124,2803.1,12.5,7.89,,,31.67,4530.0,2.6,1.82,1.05,12.57,0
HIP 78530 b,,740.0,,7300.0,12.0,23.2,2700.0,,156.7,10500.0,,,2.5,,0
HIP 79431 b,111.7,0.36,0.29,667.415,13.4,1.52,,,14.54,3368.0,,-1.523,0.42,0.54,0
HIP 8541 b,1560.2,2.8,0.16,1748.065,12.8,4.58,,,168.63,4670.0,2.7,1.405,1.17,7.83,0
HIP 91258 b,5.0505,0.06,0.02,346.4347,13.7,0.74,,,45.95,5519.0,4.53,-0.175,0.97,0.89,0
HIP 97233 b,1058.8,2.55,0.61,6356.3,12.1,19.7,,,106.5,5020.0,3.26,1.204,1.93,5.34,0
HN Peg b,,773.0,,6991.57,11.777,23.5,,,18.13,5974.0,4.48,0.072,1.1,1.04,0
