pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_lum,st_logg,ESI,isHabitable
Kepler-842 b,1,1,1.21956827,0.0204,1.6,3.19,4848,0.73,0.78,-0.612,4.6,0.277485833,0
Kepler-127 d,1,3,48.630408,0.28,2.64,7.46,6106,1.36,1.27,0.407,4.26,0.277407046,0
K2-58 c,1,3,2.53726,0.035,1.62,3.26,5413,0.86,0.89,-0.412,4.52,0.277405841,0
Kepler-1281 b,1,1,3.11602791,0.0415,1.64,3.33,5353,0.83,0.87,-0.292,4.55,0.277373561,0
Kepler-341 c,1,4,8.01041,0.08,1.7,3.53,6012,1.02,1,0.127,4.44,0.277315033,0
Kepler-1449 b,1,1,13.2274528,0.1176,1.68,3.46,5979,1.1,1.08,0.509,4.39,0.277312298,0
rho CrB c,1,2,102.54,0.4123,5.38,25,5627,1.36,0.89,0.232,4.12,0.277273832,0
Kepler-195 b,1,2,8.307872,0.077,2.03,4.78,5329,0.78,0.84,-0.367,4.6,0.277241706,0
Kepler-81 b,1,3,5.955,0.0522,2.42,17.2,4385,0.59,0.64,-0.889,4.7,0.277173744,0
Kepler-1877 b,1,1,2.37756991,0.0351,0.624,0.179,5615,0.94,1.02,-0.077,4.5,0.277145858,0
Kepler-11 b,1,6,10.3039,0.091,1.8,1.9,5663,1.06,0.96,0.12,4.37,0.277117251,0
HD 191939 c,1,6,28.579743,0.1752,3.195,8,5348,0.94,0.81,-0.187,4.3,0.277109728,0
Kepler-653 b,1,2,14.70748976,0.1197,1.95,4.46,5665,1.19,1.02,0.119,4.29,0.277073587,0
Kepler-1138 b,1,1,3.17060005,0.0415,1.7,3.53,5582,0.92,0.95,-0.333,4.49,0.27704795,0
Kepler-416 d,1,3,3.07644709,0.0407,1.61,3.22,5670,1.02,0.95,0.028,4.4,0.27704326,0
Kepler-1340 b,1,1,0.66502692,0.0153,1.55,3.02,6331,1.42,1.27,0.087,4.24,0.277025107,0
Kepler-1317 b,1,1,0.56887443,0.0128,1.56,3.05,5144,0.79,0.83,-0.414,4.57,0.276951511,0
Kepler-532 b,1,1,12.92491623,0.1012,2.57,7.13,5192,0.79,0.87,-0.458,4.58,0.276904481,0
Kepler-1859 b,1,2,2.72959995,0.0394,1.583,3.13,5887,1.24,1.09,0.154,4.29,0.276881015,0
Kepler-1065 c,1,2,2.37030743,0.0344,1.6,3.19,5635,0.93,0.94,-0.116,4.49,0.276857142,0
Kepler-883 b,1,1,12.98495573,0.1055,1.78,3.82,6116,1.09,1.06,0.296,4.4,0.276852506,0
Kepler-444 d,3,5,6.189392,0.06,0.53,0.2,5046,0.75,0.76,-0.425,4.56,0.276839522,0
Kepler-1260 b,1,1,19.1187753,0.1444,1.77,3.78,5961,1.08,1.06,0.526,4.39,0.276776894,0
Kepler-308 c,1,2,15.38231,0.123,2.16,5.31,5895,0.94,0.92,-0.116,4.51,0.276764908,0
TOI-1201 b,2,1,2.4919863,0.0287,2.415,6.28,3476,0.51,0.51,-1.469,4.8,0.276759648,0
Kepler-1279 b,1,1,23.4774101,0.1633,1.75,3.71,6221,1.33,1.21,0.693,4.26,0.276723541,0
Kepler-414 b,1,2,4.7,0.0527,1.71,3.5,5536,0.95,0.89,-0.169,4.47,0.276702177,0
Kepler-948 b,1,1,7.76846622,0.0749,1.85,4.08,5679,0.94,0.96,-0.109,4.47,0.276560932,0
Kepler-27 c,1,3,31.3309,0.191,4.9,4385.87,5400,0.59,0.65,-0.329,5.4,0.276483142,0
Kepler-528 b,1,1,19.78297415,0.1409,2.08,4.98,5807,1.06,1.01,0.158,4.39,0.276450605,0
Kepler-1262 b,1,1,8.67900242,0.083,1.82,3.97,5771,0.98,0.99,-0.105,4.45,0.27643959,0
Kepler-360 b,1,2,3.289672,0.044,1.65,3.36,6053,1.06,0.95,-0.132,4.42,0.276417002,0
Kepler-1370 b,1,2,20.2641684,0.1495,1.84,4.04,6202,1.29,1.19,0.458,4.29,0.276379294,0
Kepler-401 b,1,3,14.383035,0.122,1.71,3.57,6117,1.33,1.17,0.566,4.25,0.276309615,0
Kepler-256 b,1,4,1.620493,0.027,1.59,3.15,5551,1.3,0.97,-0.059,4.22,0.276307516,0
Kepler-751 b,1,1,17.44490636,0.1263,2.46,6.62,5387,0.84,0.87,-0.264,4.54,0.276207372,0
Kepler-1556 b,1,1,8.82713457,0.0829,1.96,4.5,5608,0.95,0.97,-0.231,4.47,0.276187248,0
Kepler-207 b,1,3,1.611865,0.029,1.57,3.09,5920,1.59,1.04,0.534,4.13,0.276168887,0
Wolf 1061 d,1,3,217.21,0.47,2.69,7.7,3342,0.31,0.29,-1.991,4.9,0.276123186,0
Kepler-747 b,1,1,35.61760587,0.1916,5.27,24.1,5096,0.78,0.82,-0.432,4.58,0.276114907,0
Kepler-1523 b,1,1,0.93875077,0.0185,1.58,3.12,5708,0.96,0.97,-0.099,4.46,0.276091674,0
Kepler-640 b,1,1,22.24813967,0.1566,2.56,7.08,5653,0.94,1.01,-0.024,4.5,0.27607575,0
Kepler-1388 c,1,4,5.53608151,0.0519,2.26,5.73,4098,0.61,0.63,-1.107,4.67,0.276055314,0
Kepler-140 b,1,2,3.25427,0.045,1.61,3.22,6077,1.29,1.15,0.251,4.27,0.276042336,0
Kepler-601 b,1,1,5.37886844,0.056,1.9,4.27,5160,0.79,0.85,-0.428,4.57,0.276021621,0
Kepler-376 c,1,2,14.172327,0.115,1.79,3.86,5900,1.18,1.06,0.357,4.3,0.276002665,0
Kepler-1471 c,1,2,11.6044881,0.0981,1.88,4.19,5533,1.17,0.93,-0.199,4.28,0.275962484,0
Kepler-417 c,1,2,15.943,0.1194,2.69,7.7,5177,0.81,0.9,-0.411,4.57,0.275961333,0
Kepler-1396 b,1,1,18.2206421,0.1406,2.07,4.94,6195,1.27,1.18,0.204,4.3,0.275959705,0
Kepler-1067 c,1,2,5.4258399,0.0601,1.747,3.7,5594,0.93,0.98,-0.147,4.49,0.275930017,0
Kepler-958 b,1,1,9.7678805,0.0852,2.06,4.9,5421,0.86,0.91,-0.282,4.53,0.275886269,0
Kepler-1072 b,1,1,1.5690665,0.0269,1.58,3.12,6199,1.32,1.2,0.365,4.27,0.275883175,0
Kepler-208 b,1,4,4.22864,0.054,1.63,3.29,6092,1.31,1.16,0.309,4.26,0.275808909,0
Kepler-750 c,1,2,4.08899022,0.0533,1.62,3.26,6160,1.23,1.15,0.344,4.32,0.275765466,0
Kepler-869 b,1,1,40.4287755,0.2244,3.61,12.7,5664,0.95,0.97,-0.11,4.47,0.275726156,0
Kepler-349 c,1,2,12.247629,0.105,1.96,4.5,5956,0.93,1.02,-0.007,4.52,0.275708539,0
Kepler-213 b,1,2,2.46236,0.036,1.62,3.26,5696,1.2,1.07,0.082,4.31,0.275607628,0
Kepler-1206 b,1,1,1.21699766,0.0201,1.64,3.33,4877,0.75,0.8,-0.62,4.6,0.275585052,0
Kepler-161 c,1,2,7.06424,0.068,2.05,11.8,5078,0.81,0.86,-0.447,4.55,0.27558359,0
Kepler-1900 b,1,1,2.9862299,0.042,1.623,3.27,6173,1.04,1.1,0.22,4.45,0.275563265,0
K2-38 b,1,2,4.01593,0.0503,1.655,7.7,5705,1.14,1.05,0.037,4.36,0.275495243,0
Kepler-1488 c,1,2,6.15826988,0.0658,1.652,3.37,5710,1.52,1,0.587,4.07,0.275488863,0
TOI-1416 b,1,1,1.0697568,0.019,1.62,3.48,4884,0.79,0.8,-0.46,4.52,0.275481993,0
Kepler-594 b,1,1,13.64618192,0.1089,2.18,5.39,5485,0.87,0.91,-0.193,4.52,0.275395868,0
Kepler-1585 b,1,1,3.5827463,0.0445,1.79,3.86,5538,0.91,0.94,-0.434,4.5,0.27513596,0
Kepler-1998 b,1,1,3.03267135,0.0405,0.6,0.156,5640,0.92,0.96,-0.066,4.49,0.275106044,0
Kepler-221 b,1,4,2.795906,0.037,1.71,3.57,5243,0.82,0.82,-0.404,4.54,0.275027771,0
Kepler-110 b,1,2,12.691112,0.107,1.83,4.01,5960,1.15,1.07,0.276,4.33,0.274997865,0
Kepler-363 c,1,3,7.542427,0.079,1.69,66.4,5593,1.49,1.1,0.365,4.15,0.27493737,0
Kepler-60 b,1,3,7.1334,0.0719,1.71,4.19,5905,1.26,1.04,0.369,4.26,0.274856483,0
Kepler-1100 b,1,1,6.42200058,0.0684,1.75,3.71,6247,1.34,1.21,0.088,4.26,0.274805748,0
Kepler-864 c,1,2,2.42150341,0.0382,1.62,3.26,6213,1.2,1.27,0.208,4.39,0.274797878,0
Kepler-1342 b,1,1,2.21571036,0.0313,1.66,3.39,5527,0.9,0.93,-0.261,4.51,0.274783905,0
Kepler-245 e,1,4,3.21982106,0.04,1.75,3.71,5174,0.8,0.86,-0.396,4.57,0.274753222,0
TOI-1260 c,1,3,7.493134,0.0657,2.76,13.2,4227,0.67,0.68,-0.889,4.57,0.27471393,0
Kepler-918 b,1,1,4.85386933,0.0569,1.74,3.68,6028,1.14,1.11,-0.018,4.37,0.274701639,0
Kepler-1428 b,1,1,10.67607169,0.1059,1.64,3.33,6184,1.36,1.28,0.944,4.28,0.274695598,0
Kepler-1313 b,1,1,3.83309118,0.046,1.76,3.75,5453,0.85,0.92,-0.325,4.54,0.274690531,0
Kepler-1322 b,1,2,0.96286738,0.0183,1.61,3.22,5488,0.87,0.9,-0.101,4.52,0.274544192,0
K2-62 b,1,2,6.67202,0.0636,2.14,5.22,4880,0.73,0.77,-0.727,4.6,0.274525934,0
K2-216 b,1,1,2.1748,0.028,1.75,8,4503,0.72,0.7,-0.721,4.57,0.274511365,0
Kepler-947 b,1,1,26.9644317,0.1773,2.28,5.82,5508,0.87,0.9,0.142,4.52,0.27447276,0
Kepler-269 c,1,2,8.127899,0.081,1.69,3.5,5847,0.96,0.92,0.368,4.5,0.27446166,0
Kepler-375 c,1,2,19.986326,0.141,2.65,7.51,5826,0.84,0.92,-0.163,4.57,0.274456154,0
Kepler-254 d,1,3,18.746477,0.139,2.5,6.8,5957,0.91,0.93,-0.125,4.52,0.274452426,0
Kepler-1071 b,1,1,6.1799844,0.0615,2.38,6.26,5215,0.81,0.86,-0.313,4.56,0.274396053,0
Kepler-1796 b,1,1,29.4557991,0.1879,2.75,8,6036,0.95,1.02,0.118,4.49,0.274320104,0
Kepler-1569 b,1,1,5.79180156,0.0654,1.68,3.46,6319,1.4,1.25,0.335,4.24,0.274239671,0
Kepler-85 c,1,4,12.513,0.1007,2.18,20.9,5499,1.24,0.92,-0.212,4.22,0.274215386,0
Kepler-240 c,1,2,7.953528,0.074,2.2,102.3,4985,0.74,0.75,-0.524,4.63,0.274172763,0
Kepler-1654 b,1,1,1047.8356,2.026,9.18,158.915,5597,1.18,1.01,0.09,4.3,0.274155629,0
Kepler-244 c,1,3,9.767292,0.087,2.05,4.86,5554,0.8,0.96,-0.256,4.58,0.274069938,0
Kepler-24 d,1,4,4.244384,0.051,1.67,3.43,5897,1.29,0.98,0.142,4.2,0.274064409,0
Kepler-1954 b,1,1,5.88343,0.0625,1.802,3.9,5840,0.85,0.94,0.045,4.55,0.274058975,0
Kepler-1685 b,1,1,20.4905,0.1485,2.577,7.16,5484,0.84,0.96,-0.245,4.58,0.27405264,0
Kepler-346 c,1,2,23.851549,0.168,3.07,9.64,6033,1.02,0.95,-0.153,4.46,0.274022332,0
HD 80653 b,1,2,0.719573,0.01661,1.613,5.72,5959,1.22,1.18,0.24,4.34,0.27400148,0
Kepler-1859 c,1,2,3.59645081,0.0473,1.66,3.39,5887,1.24,1.09,0.154,4.29,0.273996431,0
Kepler-1873 b,1,1,0.558842,0.0128,1.626,3.28,5151,0.79,0.9,-0.41,4.59,0.273854965,0
Kepler-512 b,1,1,34.43587975,0.2194,2.69,7.7,5997,1.3,1.17,0.216,4.28,0.273811189,0
Kepler-9 d,1,3,1.592851,0.0273,1.64,3.33,5777,1.02,1.07,0.037,4.49,0.273806486,0
Kepler-1964 b,1,1,2.44082999,0.0322,1.781,3.83,4803,0.7,0.75,-0.631,4.62,0.273764584,0
Kepler-853 b,1,1,7.16892463,0.0779,1.69,3.5,6350,1.55,1.3,0.51,4.17,0.273724899,0
Kepler-1769 b,1,1,89.1934967,0.3987,4.465,18.2,6071,1.3,1.06,0.215,4.24,0.273650086,0
TOI-2260 b,1,1,0.3524728,0.0097,1.62,3.26,5534,0.94,0.99,-0.199,4.62,0.273638035,0
Kepler-1515 b,1,1,214.3114164,0.7655,9.55,66.2,6511,1.41,1.3,0.566,4.26,0.273630979,0
Kepler-254 c,1,3,12.412183,0.105,2.15,3.2,5957,0.91,0.93,-0.125,4.52,0.273543644,0
Kepler-79 e,1,4,81.0659,0.386,3.49,4.1,6174,1.3,1.17,0.342,4.27,0.273531328,0
Kepler-1307 b,1,1,18.01621096,0.1369,2.47,6.66,5884,1.08,1.06,-0.205,4.39,0.273496408,0
Kepler-160 b,1,3,4.309397,0.05511,1.715,3.59,5471,1.12,0.97,0.004,4.47,0.273459609,0
TOI-2411 b,1,1,0.7826942,0.0144,1.68,3.46,4099,0.68,0.65,-0.871,4.59,0.273342065,0
Kepler-1195 b,1,1,8.49642241,0.0726,2.08,4.98,4965,0.71,0.74,-0.446,4.61,0.273232358,0
TOI-125 d,1,3,19.98,0.137,2.93,13.6,5320,0.85,0.86,-0.285,4.52,0.273165383,0
Kepler-501 c,1,2,3.62276006,0.0467,1.681,3.47,5794,1.22,1.03,0.216,4.28,0.273160405,0
Kepler-21 b,2,1,2.7858212,0.0434,1.639,7.5,6305,1.9,1.41,0.715,4.03,0.273139624,0
Kepler-1115 b,1,1,23.5540725,0.2134,1.7,3.53,8480,1.73,1.6,1.254,4.17,0.273115403,0
Kepler-1893 b,1,1,4.17936993,0.0504,1.706,3.55,5633,1.16,0.97,0.16,4.3,0.273099665,0
Kepler-1820 b,1,1,31.03249931,0.1964,3.119,9.9,5841,0.93,1.05,-0.022,4.52,0.273035127,0
Kepler-1336 b,1,2,23.198681,0.1595,1.98,4.58,5512,1.3,0.94,0.421,4.18,0.273015944,0
Kepler-1021 b,1,1,13.47469571,0.1034,2.33,6.04,5431,0.86,0.89,-0.288,4.53,0.273002109,0
Kepler-85 b,1,4,8.306,0.0766,1.97,4.54,5499,1.24,0.92,-0.212,4.22,0.272995117,0
Kepler-1087 b,1,1,0.69384285,0.0148,0.61,0.165,5589,0.94,0.96,-0.097,4.48,0.272977816,0
Kepler-611 b,1,1,2.4370333,0.0351,1.65,3.36,5761,1.01,1.01,0.383,4.43,0.272956095,0
Kepler-1070 b,1,1,6.2216147,0.0693,1.73,3.64,6261,1.32,1.21,0.285,4.27,0.272922647,0
Kepler-356 c,1,2,13.121632,0.115,1.81,3.93,6133,1.33,1.17,0.461,4.26,0.272873939,0
Kepler-50 b,1,2,7.81254,0.077,1.71,8.9,6225,1.58,1.24,0.536,4.13,0.272780712,0
Kepler-946 b,1,1,11.79162572,0.1002,1.93,4.38,5665,0.93,0.94,0.134,4.47,0.272739644,0
Kepler-1106 b,1,1,1.25275217,0.0239,1.65,3.36,6104,1.17,1.11,0.159,4.35,0.27271121,0
Kepler-1705 b,1,2,9.03502,0.08,2.03,4.47,6312,1.26,1.14,0.354,4.3,0.272698207,0
Kepler-305 e,1,4,3.20538,0.0399,1.794,3.87,4974,0.83,0.82,-0.423,4.52,0.272688177,0
Kepler-122 e,1,5,37.993273,0.227,2.6,27.7,6050,1.22,1.08,0.27,4.3,0.272606703,0
Kepler-1929 b,1,1,59.36249924,0.2987,3.073,9.65,5786,1.47,1.01,0.593,4.11,0.272550868,0
Kepler-1818 b,1,1,4.64490986,0.055,1.714,3.58,6047,1.13,1.02,0.261,4.34,0.272513696,0
Kepler-148 d,1,3,51.84688575,0.2607,8.68,56.3,5172,0.81,0.86,-0.383,4.56,0.272485128,0
TOI-1670 b,1,2,10.98462,0.103,2.06,41.31769,6170,1.32,1.21,0.4,4.29,0.272416754,0
Kepler-59 c,1,2,17.9801235,0.1372,1.98,4.58,6074,0.94,1.04,0.324,4.51,0.272376459,0
Kepler-1368 b,1,1,0.67564949,0.0153,1.65,3.36,5906,1.08,1.07,0.051,4.4,0.272318152,0
Kepler-321 b,1,2,4.915379,0.057,1.77,3.78,5740,1.19,1.03,-0.008,4.3,0.272312848,0
Kepler-1148 b,1,1,1.10446351,0.0188,1.69,3.5,5054,0.77,0.81,-0.531,4.58,0.272284071,0
Kepler-1320 b,1,1,0.86838653,0.0163,1.7,3.53,4817,0.74,0.8,-0.729,4.6,0.272281578,0
Kepler-188 b,1,2,2.061897,0.032,1.68,3.46,6021,1.14,0.98,0.034,4.35,0.272229082,0
Kepler-514 b,2,1,5.65179605,0.0676,1.72,3.61,6106,1.44,1.28,0.353,4.23,0.272203128,0
HD 3167 b,1,4,0.959641,0.01796,1.67,4.97,5261,0.88,0.84,-0.27,4.53,0.272100596,0
Kepler-1931 b,1,1,38.5760994,0.2356,2.653,7.53,6167,1.22,1.17,0.474,4.33,0.272070639,0
Kepler-282 e,1,4,44.347,0.2269,3.1,56.2,5699,0.89,0.97,0.106,4.53,0.271978347,0
Kepler-968 b,1,3,3.69298373,0.0389,2,4.66,4598,0.7,0.76,-0.763,4.63,0.271966501,0
Kepler-761 b,1,1,10.12804789,0.0874,2.03,4.78,5706,0.93,0.95,-0.117,4.48,0.271950419,0
Kepler-1468 b,1,3,8.23984869,0.0817,1.73,3.64,5893,1.05,1.04,0.531,4.42,0.271901038,0
Kepler-848 b,1,1,6.91134416,0.072,1.7,3.53,5695,1.2,1.01,0.594,4.28,0.271855417,0
Kepler-1336 c,1,2,5.77721211,0.0631,1.71,3.57,5512,1.3,0.94,0.421,4.18,0.271831401,0
TOI-178 d,1,6,6.5577,0.0592,2.572,3.01,4316,0.65,0.65,-0.879,4.45,0.271824878,0
Kepler-1991 c,1,2,22.79020351,0.1528,2.57,7.13,5478,1.05,0.91,-0.108,4.35,0.271730449,0
TOI-411 b,1,2,4.040301,0.0528,1.72,3.61,6040,1.16,1.1,0.209,4.26,0.271698204,0
Kepler-1751 b,1,1,7.01731014,0.0712,1.824,3.98,6052,0.97,0.97,0.036,4.46,0.271695332,0
Kepler-294 b,1,2,3.701212,0.048,1.77,3.78,5913,0.98,0.95,-0.148,4.49,0.271679883,0
Kepler-53 c,1,3,38.5583038,0.2255,3.17,36,5858,0.89,0.98,0.036,4.53,0.271553437,0
Kepler-758 c,1,4,4.75793986,0.0547,1.69,3.5,6228,1.42,1.16,0.563,4.19,0.271538344,0
Kepler-20 b,2,6,3.6961049,0.04565,1.773,9.7,5495,0.92,0.93,-0.165,4.45,0.271510421,0
Kepler-595 b,1,2,25.3029092,0.1582,3.708,17.4,5138.5,0.82,0.93,-0.348,4.54,0.271489767,0
Kepler-1032 b,1,1,3.29011795,0.0361,1.87,4.16,4647,0.71,0.77,-0.655,4.62,0.271489093,0
Kepler-850 b,1,1,7.19303878,0.0744,1.78,3.82,5932,1.09,1.06,0.173,4.39,0.271190896,0
Kepler-48 b,1,4,4.778,0.0528,1.88,3.94,5194,0.89,0.88,-0.289,4.49,0.271163094,0
Kepler-619 c,1,3,1.20846503,0.0225,1.69,3.5,5980,1.11,1.09,-0.04,4.38,0.271128632,0
Kepler-133 b,1,2,8.129976,0.083,1.76,3.75,5736,1.43,1.02,0.41,4.19,0.271100646,0
Kepler-272 c,1,3,6.057342,0.061,1.79,97.8,5297,0.93,0.86,0.066,4.43,0.271024569,0
Kepler-366 c,1,2,12.51616,0.11,1.79,3.86,6209,1.05,1.06,0.573,4.45,0.270946394,0
Kepler-1002 b,1,1,4.33642933,0.0564,1.71,3.57,6144,1.57,1.22,0.501,4.13,0.270921855,0
Kepler-166 d,1,3,1.55400393,0.0246,1.73,3.64,5350,0.83,0.88,-0.385,4.55,0.270897838,0
Kepler-1167 b,1,1,1.00393374,0.0175,1.71,3.57,4971,0.75,0.79,-0.536,4.6,0.270816316,0
KOI-94 b,2,4,3.743208,0.05119,1.71,10.5,6182,1.52,1.28,0.479,4.18,0.270793459,0
Kepler-749 b,1,1,17.31716585,0.1054,3.1,9.8,5009,0.75,0.79,-0.494,4.59,0.270666471,0
Kepler-1580 b,1,1,56.6449279,0.323,2.11,5.1,6228,2.15,1.47,0.926,3.94,0.270629557,0
Kepler-1914 b,1,1,30.82789993,0.1954,2.943,8.97,5982,0.96,1.05,0.077,4.49,0.270605289,0
Kepler-772 b,1,1,12.99207337,0.1071,1.82,3.97,5714,1.11,0.98,0.475,4.33,0.270552556,0
Kepler-328 b,1,2,34.921,0.2199,2.3,28.5,6064,1.06,1.15,0.44,4.44,0.270546823,0
HD 63433 c,1,2,20.5453,0.1458,2.67,7.61,5640,0.91,0.99,-0.123,4.53,0.270512545,0
Kepler-709 b,1,1,16.08524954,0.1173,2.92,8.85,5071,0.77,0.8,-0.481,4.58,0.270503461,0
Kepler-1153 b,1,1,1.75583533,0.0277,1.73,3.64,5470,0.88,0.91,-0.284,4.52,0.270485883,0
K2-131 b,1,1,0.3693038,0.00936,1.69,7.9,5120,0.76,0.8,-0.479,4.61,0.270459592,0
Kepler-961 b,1,1,16.87727414,0.1245,2.55,7.04,5582,0.9,0.96,-0.194,4.51,0.270436979,0
Kepler-949 c,1,2,20.99757968,0.1394,2.97,9.11,5211,0.9,0.82,-0.442,4.45,0.2703736,0
Kepler-534 b,1,2,15.95994513,0.1272,2.24,5.65,5884,0.98,1.05,0.147,4.48,0.270324194,0
Kepler-304 c,1,4,5.315946,0.054,2.17,5.35,4731,0.69,0.8,-0.662,4.63,0.270302114,0
Kepler-1856 b,1,1,1.30200005,0.0215,1.734,3.66,4948,0.82,0.78,-0.331,4.51,0.270254725,0
Kepler-1017 b,1,1,7.23400469,0.0702,1.99,4.62,5473,0.87,0.93,-0.161,4.53,0.270229558,0
Kepler-1189 b,1,1,3.78858982,0.0467,1.77,3.78,6012,1.16,1.11,0.041,4.36,0.270189945,0
Kepler-179 c,1,2,6.40013,0.064,2,4.66,5302,0.76,0.84,-0.278,4.61,0.270186828,0
Kepler-1958 b,1,1,9.32861996,0.0856,2.051,4.86,5749,0.86,0.96,-0.001,4.55,0.270113148,0
Kepler-1516 b,1,1,7.25931979,0.0718,1.75,3.71,5904,1.07,1.04,0.446,4.4,0.270078515,0
K2-77 b,1,1,8.199796,0.076,2.3,603.877,4970,0.76,0.8,-0.5,4.47,0.270075044,0
Kepler-33 b,1,5,5.66793,0.0677,1.74,3.68,5904,1.82,1.29,0.556,4.03,0.27005171,0
Kepler-265 b,1,4,6.846262,0.069,1.86,4.12,5835,1.1,0.98,0.005,4.33,0.269926673,0
Kepler-82 d,1,5,2.382961,0.034,1.77,3.78,5428,0.95,0.96,-0.185,4.47,0.269898962,0
Kepler-1111 b,1,1,8.79617863,0.0872,2,4.66,6077,1.15,1.1,-0.09,4.36,0.269857902,0
Kepler-304 d,1,4,9.653471,0.08,2.75,8,4731,0.69,0.8,-0.662,4.63,0.269830815,0
Kepler-1382 b,1,1,16.3583055,0.1404,1.88,4.19,6161,1.72,1.36,0.572,4.1,0.269826485,0
Kepler-971 b,1,1,9.59070716,0.0827,2.13,5.18,5431,0.85,0.88,-0.299,4.54,0.269700288,0
Kepler-1374 b,1,1,10.65276707,0.0918,2.29,5.86,5323,0.81,0.85,-0.368,4.56,0.269693173,0
Kepler-825 c,1,2,8.1818246,0.0759,1.84,4.04,5976,1.08,1.03,0.12,4.39,0.269626999,0
Kepler-372 c,1,3,20.053763,0.154,2.09,5.02,6509,1.14,1.2,0.321,4.41,0.269623713,0
Kepler-30 b,1,3,29.33434,0.18,3.9,11.3,5498,0.95,0.99,-0.237,4.77,0.269605709,0
Kepler-1875 b,1,1,34.45859909,0.2039,3.227,10.5,6161,0.86,0.95,0.407,4.54,0.269591963,0
Kepler-822 b,1,1,3.22296927,0.0412,1.77,3.78,5928,1.08,1.06,-0.005,4.4,0.269537336,0
HIP 97166 b,1,2,10.28891,0.089,2.74,20,5198,0.84,0.9,-0.331,4.41,0.269449542,0
K2-64 b,1,1,6.53044,0.0619,2.07,4.94,5312,0.73,0.74,-0.234,4.58,0.26943978,0
K2-165 d,1,3,14.101361,,2.648,7.5,5185,0.8,0.83,-0.37,4.46,0.269426106,0
Kepler-1534 b,1,1,5.71668872,0.0599,1.89,4.23,5442,0.86,0.9,-0.233,4.52,0.26941298,0
Kepler-342 d,1,4,39.459357,0.242,2.49,6.76,6175,1.47,1.26,0.453,4.19,0.269285651,0
Kepler-1225 b,1,1,7.01075434,0.0771,1.82,3.97,6140,1.19,1.13,0.333,4.34,0.269279409,0
Kepler-1522 b,1,1,1.84788917,0.0288,1.73,3.64,5706,0.93,0.96,0.092,4.49,0.269277148,0
Kepler-350 b,1,3,11.189562,0.104,1.85,4.08,6186,1.53,1.19,0.428,4.15,0.269230509,0
Kepler-1916 b,1,1,31.25429916,0.2053,2.618,7.35,6246,1.09,1.18,0.214,4.43,0.269174617,0
Kepler-253 d,1,3,18.119869,0.13,3.17,10.2,5208,0.79,0.85,-0.387,4.59,0.26915757,0
Kepler-1754 b,1,1,8.19594955,0.0718,2.44,6.53,4723,0.75,0.73,-0.612,4.56,0.269109492,0
HD 20329 b,1,1,0.926118,0.018,1.72,7.42,5596,1.13,0.9,0.049,4.4,0.269074778,0
Kepler-765 b,1,1,27.6655226,0.1754,2.43,6.48,5901,1.06,1.05,0.146,4.41,0.269064344,0
K2-74 b,1,1,19.5666,0.1402,2.31,5.95,6060,0.98,0.96,0.06,4.44,0.269035036,0
Kepler-771 b,1,1,8.73485836,0.0843,1.82,3.97,5906,1.05,1.03,0.355,4.42,0.26902933,0
Kepler-881 b,1,1,4.44448017,0.0552,1.78,3.82,5961,1.09,1.06,0.12,4.39,0.269019399,0
Kepler-176 c,1,4,12.759712,0.102,2.6,23,5232,0.89,0.79,-0.404,4.47,0.268860197,0
Kepler-238 b,1,5,2.090876,0.034,1.73,3.64,5751,1.43,1.06,0.43,4.19,0.268792899,0
Kepler-523 b,1,1,5.83598311,0.0606,1.96,4.5,5515,0.86,0.93,-0.28,4.54,0.268789188,0
Kepler-1304 b,1,1,16.1288853,0.1202,2.29,5.86,5259,0.81,0.85,0.639,4.56,0.268735195,0
Kepler-1669 c,1,3,1.60932005,0.0228,1.901,4.27,4224,0.6,0.61,-0.803,4.66,0.268729688,0
EPIC 220674823 b,1,2,0.571292,0.01326,1.725,8.21,5532,0.99,0.95,-0.119,4.45,0.268692873,0
TOI-1075 b,1,1,0.6047328,0.01159,1.791,9.95,3875,0.58,0.6,-1.144,4.69,0.268669904,0
Kepler-755 b,2,2,1.26909037,0.0214,1.76,3.75,5043,0.77,0.82,-0.457,4.58,0.268656898,0
Kepler-214 c,1,2,28.7798,0.194,2.13,5.18,6169,1.35,1.11,0.511,4.25,0.268618777,0
Kepler-1119 b,1,1,8.3265153,0.0812,1.92,4.35,6083,1.17,1.11,0.486,4.35,0.268594462,0
Kepler-1679 b,1,1,9.75376,0.0892,2.069,4.93,5501,0.87,0.96,-0.201,4.54,0.268566812,0
Kepler-1895 b,1,1,6.07029009,0.0615,2.119,5.14,5076,0.76,0.86,-0.23,4.6,0.268249225,0
Kepler-1821 b,1,1,16.45809937,0.1244,2.592,7.24,5475,0.88,0.95,-0.124,4.52,0.268245249,0
Kepler-165 b,1,2,8.180848,0.072,2.32,5.99,5211,0.77,0.79,-0.472,4.54,0.268204994,0
Kepler-904 b,1,1,3.02166863,0.0417,1.77,3.78,6160,1.25,1.16,0.154,4.31,0.26819657,0
Kepler-1375 b,1,1,3.3004192,0.0471,1.74,3.68,6704,1.78,1.47,0.822,4.11,0.268189002,0
Kepler-587 b,1,1,10.94027841,0.0952,2.23,5.6,5549,0.89,0.92,-0.238,4.51,0.268165483,0
