pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,ESI,isHabitable
Kepler-205 c,20.306546,0.122,1.64,3.33,0.55,0.59,-0.956,0.489656594,0
Kepler-1996 b,32.376183,0.1789,2.26,5.73,0.68,0.75,-0.657,0.489654254,0
Kepler-598 c,86.4945,0.3576,3.024,9.4,0.9,0.9,-0.258,0.489293727,0
Kepler-1801 c,116.583183,0.4572,2.91,8.8,0.98,0.94,-0.223,0.488673572,0
Kepler-1503 b,96.16987,0.3771,2.27,5.77,0.74,0.77,-0.144,0.487944392,0
K2-72 b,5.577212,0.04,1.08,1.28,0.33,0.27,-1.837,0.487358877,0
Kepler-26 c,17.2559,0.10725,2.72,6.2,0.51,0.54,-1.06,0.486699672,0
Kepler-1749 b,14.53409958,0.0956,1.613,3.23,0.55,0.55,-0.95,0.486566675,0
Kepler-867 b,150.242127,0.5375,4.64,19.4,0.91,0.92,0.117,0.486472128,0
HD 152843 c,24.38,,5.83,27.5,1.43,1.15,0.45,0.486077914,0
Kepler-1418 b,22.4764425,0.131,1.66,3.39,0.72,0.77,-0.616,0.484600062,0
Kepler-1750 b,205.9120026,0.6785,6.004,30.1,0.97,0.98,0.061,0.483459027,0
Kepler-158 c,28.551383,0.158,1.9,4.27,0.62,0.66,-0.757,0.483339487,0
Kepler-1663 b,17.6046,0.1072,3.304,10.9,0.63,0.61,-1.109,0.482618224,0
Kepler-1026 b,36.5156053,0.1977,2.21,5.52,0.75,0.79,-0.617,0.481047178,0
Kepler-397 c,135.498527,0.48,6.18,31.6,0.77,0.84,-0.376,0.480492746,0
Kepler-378 c,28.906009,0.166,0.7,0.271,0.67,0.78,-0.655,0.479655276,0
Kepler-1681 b,69.8956,0.32,2.553,7.05,0.76,0.89,-0.293,0.478981432,0
Kepler-1535 b,138.9442,0.5329,2.55,7.04,1.11,1.08,0.165,0.477461,0
Kepler-925 b,33.8678531,0.1805,2.34,6.08,0.72,0.77,-0.684,0.476938783,0
Kepler-1789 b,80.23190308,0.3543,2.831,8.4,0.89,0.92,-0.231,0.476208091,0
Kepler-215 e,68.16101,0.314,1.75,3.71,1.03,0.94,-0.117,0.474895206,0
Kepler-988 b,17.76080053,0.1085,2.07,4.94,0.53,0.55,-1.047,0.474509766,0
Kepler-354 d,24.209842,0.146,1.24,2.07,0.67,0.65,-0.714,0.474076793,0
Kepler-712 c,226.89047,0.6732,4.85,21,0.78,0.84,-0.484,0.473962002,0
Kepler-1620 b,101.951829,0.4322,1.61,3.22,1.23,1.15,0.293,0.473660687,0
Kepler-83 c,20.09,0.11796,2.36,11.4,0.61,0.66,-1.102,0.473403453,0
Kepler-327 d,13.969457,0.09,1.73,3.64,0.49,0.59,-1.26,0.472847727,0
GJ 393 b,7.02679,0.05402,1.17,1.71,0.43,0.43,-1.571,0.47205676,0
Kepler-306 e,44.840975,0.227,2.27,5.77,0.72,0.81,-0.469,0.471222911,0
KOI-1783.02,284.215,0.8453,5.44,15,1.14,1.08,0.213,0.470246337,0
Kepler-577 b,25.69578251,0.1348,2.55,7.04,0.73,0.78,-0.555,0.467281456,0
Kepler-1599 b,122.363553,0.4823,1.62,3.26,0.99,0.99,0.241,0.467245058,0
Kepler-951 b,71.52530845,0.3091,5.59,26.7,0.73,0.77,-0.642,0.466649749,0
TOI-2096 b,3.1190633,0.025,1.243,2.08,0.24,0.23,-2.228,0.466230425,0
Kepler-888 b,70.6979061,0.328,1.76,3.75,0.9,0.97,-0.043,0.465153392,0
HD 136352 d,107.245,0.425,2.562,8.82,1.06,0.87,0.016,0.464937282,0
Kepler-1185 b,104.3518976,0.4297,1.33,2.33,0.87,0.96,0.282,0.463828689,0
Kepler-263 c,47.332773,0.242,2.47,6.66,0.79,0.8,-0.456,0.463344468,0
Kepler-1766 b,105.0149994,0.4229,2.279,5.81,1.04,0.92,0.175,0.463326061,0
Kepler-20 d,77.611455,0.3474,2.606,13.4,0.92,0.93,-0.165,0.463047176,0
G 9-40 b,5.746007,0.0385,2.025,11.7,0.31,0.29,-1.971,0.461482602,0
TOI-1338 b,95.174,0.4607,6.85,33,1.33,1.13,0.329,0.461362973,0
Kepler-1632 b,448.303558,0.6762,2.47,6.66,1.19,1.12,0.406,0.461293466,0
Kepler-1439 b,8.07392849,0.0594,1.46,2.73,0.43,0.46,-1.544,0.460775549,0
Kepler-920 c,100.8274113,0.4029,3.8,13.8,0.85,0.89,-0.183,0.460711891,0
KIC 5437945 b,440.7813,1.1455,6.4,33.6,1.24,1.07,0.641,0.460548786,0
Kepler-241 c,36.065978,0.189,2.57,7.13,0.67,0.67,-0.607,0.46014584,0
Kepler-102 f,27.453592,0.1656,0.861,4.3,0.72,0.8,-0.584,0.459722429,0
Kepler-1716 b,35.58100128,0.1916,2.425,6.46,0.68,0.75,-0.624,0.459669362,0
Kepler-1798 b,16.85589981,0.1082,2.309,5.94,0.59,0.59,-0.957,0.459164054,0
Kepler-178 d,96.678988,0.397,3.95,14.8,1.07,0.94,-0.208,0.45906426,0
Kepler-722 c,105.144749,0.4471,2.82,8.35,1.05,1.03,-0.039,0.45707954,0
K2-26 b,14.5665,0.0962,2.67,7.61,0.52,0.56,-1.31,0.456253636,0
KIC 9663113 b,572.3847,1.4062,4.6,19.2,1.03,0.98,0.792,0.455685783,0
HD 23472 c,29.79749,0.1646,1.87,3.41,0.71,0.67,-0.625,0.455429227,0
Kepler-1498 b,48.051405,0.2528,1.33,2.33,0.81,0.86,-0.166,0.455140824,0
GJ 887 b,9.262,0.068,1.88,4.2,0.47,0.49,-1.434,0.454957117,0
Kepler-281 d,148.2720032,0.5456,5.937,29.5,0.88,0.98,0.146,0.454744282,0
Kepler-196 c,47.427737,0.24,2.24,5.65,0.78,0.85,-0.393,0.454578127,0
Kepler-441 b,207.2482,0.64,1.64,3.33,0.55,0.57,-1.051,0.454311479,0
Kepler-124 d,30.950851,0.17,1.11,1.41,0.64,0.84,-0.467,0.453922626,0
Kepler-357 d,49.499875,0.246,3.43,11.6,0.83,0.79,-0.556,0.453284525,0
Kepler-1630 b,509.997402,1.1218,2.19,5.43,0.63,0.66,-0.646,0.452055604,0
Kepler-973 b,49.6077331,0.2508,1.96,4.5,0.78,0.86,-0.344,0.450779818,0
Kepler-1628 b,76.378033,0.2952,6.43,33.8,0.52,0.55,-1.33,0.450196745,0
Kepler-55 b,27.9481449,0.1593,2.43,43,0.58,0.62,-0.763,0.448121477,0
Kepler-159 c,43.595792,0.218,3.41,11.5,0.66,0.63,-0.754,0.447994878,0
LTT 1445 A c,3.1239035,0.02661,1.147,1.54,0.27,0.26,-2.046,0.44774804,0
Kepler-153 c,46.90232,0.237,2.53,6.94,0.89,0.83,-0.446,0.447467103,0
CD Cet b,2.2907,0.0185,1.82,3.95,0.17,0.16,-2.533,0.446512972,0
Kepler-52 c,16.3850021,0.10379,1.84,45.4,0.52,0.54,-0.996,0.446094104,0
Kepler-1085 b,219.3217528,0.7391,7.22,41.2,1.14,1.11,0.079,0.445775104,0
Kepler-1533 b,308.5471,0.9625,3.46,11.8,1.51,1.31,0.662,0.445472233,0
Kepler-965 b,134.2527298,0.512,3.38,11.4,1.15,1.05,0.148,0.442777577,0
Kepler-121 c,41.008011,0.216,2.27,5.77,0.7,0.86,-0.474,0.442753639,0
Kepler-1635 b,469.63111,1.117,3.64,12.9,0.85,0.89,-0.28,0.442539656,0
Kepler-430 c,110.979,0.4757,1.75,3.71,1.49,1.17,0.312,0.442470878,0
Kepler-233 c,60.418955,0.287,2.71,7.8,0.76,0.85,-0.328,0.442309586,0
Kepler-138 b,10.3134,0.0753,0.64,0.07,0.54,0.54,-1.252,0.441799604,0
GJ 3323 c,40.54,0.1264,1.32,2.31,0.12,0.16,-2.569,0.441345791,0
TOI-2081 b,10.50534,0.0752,2.04,4.82,0.53,0.54,-1.338,0.441252868,0
Kepler-1767 b,59.65829849,0.2873,3.013,9.34,0.83,0.89,-0.503,0.440294308,0
KOI-1831 d,34.169,0.1949,1.13,2.23,0.84,0.9,-0.308,0.438936021,0
Kepler-201 c,151.884058,0.573,2.85,8.5,1.23,1.18,0.348,0.438768381,0
Kepler-833 b,18.7546998,0.1139,2.02,4.74,0.62,0.64,-0.793,0.438584991,0
Kepler-130 d,87.517905,0.377,1.64,3.33,1.13,0.96,0.198,0.438097616,0
Kepler-298 c,22.92881,0.136,1.93,4.38,0.58,0.66,-0.733,0.437485788,0
Kepler-1923 b,52.60969925,0.2846,1.96,4.5,1.29,1.11,0.257,0.436740622,0
Kepler-149 c,55.328328,0.281,1.61,3.22,0.95,0.92,-0.119,0.436353387,0
TOI-1221 b,91.68278,0.387,2.91,1112.39942,1.03,0.93,-0.017,0.434504803,0
Kepler-1454 b,47.0319479,0.2447,1.88,4.19,0.86,0.9,-0.255,0.434348051,0
Kepler-630 b,161.4743937,0.5729,3.18,10.2,1.04,1.02,0.302,0.433972801,0
Kepler-1610 c,44.9851885,0.2323,2.09,5.02,0.8,0.83,-0.483,0.433438259,0
Kepler-290 c,36.77031,0.205,2.7,7.75,0.74,0.8,-0.586,0.432471836,0
Kepler-1824 b,95.61100006,0.4267,2.381,6.26,1.08,1.14,0.171,0.43236731,0
Kepler-1462 b,65.6488341,0.3094,3.82,14,1,1,-0.314,0.431762486,0
K2-155 c,13.85,0.0946,2.6,7.27,0.58,0.65,-1.229,0.428860204,0
Kepler-1461 b,29.3494775,0.1715,2.03,4.78,0.74,0.79,-0.645,0.427892909,0
Kepler-1023 b,62.1387714,0.301,2.63,7.41,0.89,0.93,-0.193,0.427526739,0
GJ 357 b,3.93072,0.035,1.217,1.84,0.34,0.34,-1.798,0.426566896,0
Kepler-937 c,153.343364,0.5545,2.67,7.61,1.22,1.15,0.281,0.426313412,0
Kepler-140 c,91.353282,0.414,1.8,3.89,1.29,1.15,0.251,0.426167752,0
Kepler-1492 b,16.75255007,0.1262,1.49,2.83,0.72,0.77,-0.754,0.425220518,0
Kepler-1196 b,66.1849031,0.3179,2.23,5.6,0.97,0.98,-0.047,0.425155019,0
Kepler-111 c,224.784608,0.761,7.3,42,1.16,1.17,0.195,0.425104679,0
HD 219134 f,22.717,0.1463,1.31,7.3,0.78,0.81,-0.577,0.425080976,0
Kepler-195 c,34.096863,0.197,1.55,3.02,0.78,0.84,-0.367,0.42457585,0
Kepler-225 c,18.794234,0.111,1.84,4.04,0.48,0.59,-0.996,0.424468766,0
Kepler-11 g,118.3807,0.466,3.33,25,1.06,0.96,0.12,0.423892369,0
Kepler-358 c,83.488369,0.381,2.85,8.5,0.95,0.94,-0.138,0.423817559,0
Kepler-732 b,9.46781405,0.0691,2.18,5.39,0.46,0.49,-1.375,0.423703697,0
TOI-5678 b,47.73022,0.249,4.91,20,0.94,0.91,-0.131,0.423420924,0
K2-21 b,9.325038,0.076,1.84,4.04,0.65,0.68,-1.026,0.423066902,0
Kepler-30 d,143.34394,0.5,8.8,23.1,0.95,0.99,-0.237,0.422930493,0
LHS 1678 c,3.694247,0.0331,0.982,1.4,0.33,0.35,-1.839,0.422374018,0
Kepler-1854 b,39.83110046,0.2119,2.587,7.21,0.76,0.8,-0.479,0.422313761,0
Kepler-568 b,11.02347475,0.0794,2.26,5.73,0.53,0.55,-1.33,0.421994254,0
Kepler-591 b,81.1694299,0.3554,3.39,11.4,0.94,0.97,-0.078,0.421815207,0
Kepler-938 b,52.6298417,0.2689,2.22,5.56,0.89,0.92,-0.174,0.420994342,0
Kepler-1129 c,76.5369586,0.3528,2.73,7.9,1,1,-0.027,0.420986993,0
Kepler-48 d,42.8961,0.2279,2.04,7.93,0.89,0.88,-0.289,0.420680283,0
Kepler-1810 b,101.1330032,0.4137,3.918,14.6,1.02,0.92,-0.158,0.420203677,0
TOI-2406 b,3.0766896,0.0228,2.94,8.96,0.2,0.16,0.531,0.420052757,0
Kepler-401 d,184.256405,0.6503,2.27,5.77,1.29,1.17,0.566,0.419418828,0
KOI-7913 b,24.278553,0.1456,2.34,6.08,0.79,0.76,-0.768,0.418802678,0
PH2 b,282.5255,0.828,10.12,25426.4,1,0.94,-0.102,0.418585586,0
L 98-59 c,3.6906777,0.0304,1.385,2.22,0.3,0.27,-1.948,0.417518295,0
KOI-351 f,124.9144,0.48,2.88,8.65,1.2,1.2,0.269,0.417356282,0
Kepler-1513 b,160.8846509,0.5416,8.46,53.9,0.97,0.99,-0.17,0.416722628,0
TRAPPIST-1 h,18.772866,0.06189,0.755,0.326,0.12,0.09,-3.257,0.416389728,0
K2-263 b,50.818947,0.2573,2.41,14.9,0.85,0.88,-0.26,0.416326651,0
Kepler-1353 b,24.7543966,0.153,1.8,3.89,0.72,0.76,-0.615,0.415528817,0
K2-346 b,26.201446,,2.26,5.73,0.7,0.71,-0.663,0.414440541,0
Kepler-1995 b,73.7578875,0.3259,4.28,16.9,0.93,0.85,-0.556,0.414288452,0
Kepler-249 c,7.113702,0.058,1.51,2.89,0.48,0.51,-1.495,0.413580916,0
TOI-1759 b,18.85019,0.1177,3.14,10.8,0.6,0.61,-1.057,0.413416309,0
Kepler-186 c,7.267302,0.0451,1.25,2.1,0.47,0.48,-1.385,0.413074915,0
Kepler-1277 b,40.8365012,0.2237,1.6,3.19,0.92,0.94,-0.199,0.412651386,0
Kepler-1746 b,321.2120056,0.9453,8.935,59.1,1.29,1.09,0.496,0.412462286,0
Kepler-1805 b,8.84794044,0.0699,1.545,3,0.55,0.58,-1.177,0.412118192,0
HD 238090 b,13.671,0.0932,2.52,6.89,0.57,0.58,-1.154,0.411006092,0
K2-47 b,31.6372,0.1779,1.89,4.23,0.76,0.75,-0.482,0.410763016,0
Kepler-235 c,7.824904,0.065,1.28,2.18,0.55,0.58,-1.102,0.410156309,0
Kepler-779 b,7.09714223,0.0533,0.92,0.721,0.44,0.46,-1.234,0.409584559,0
Kepler-167 d,21.80379,0.1404,1.238,2.06,0.75,0.78,-0.539,0.409512879,0
K2-285 e,14.76289,0.18041,1.95,10.7,0.79,0.83,-0.422,0.409496398,0
Kepler-1965 b,41.86869812,0.2301,1.354,2.4,0.84,0.93,-0.076,0.409445265,0
Kepler-354 c,16.934402,0.115,1.31,2.27,0.67,0.73,-0.714,0.407367402,0
Kepler-1735 b,7.71792984,0.0621,1.194,1.84,0.51,0.54,-1.193,0.407157288,0
Kepler-969 b,34.1731714,0.2027,2.07,4.94,0.82,0.92,-0.389,0.406248598,0
Kepler-37 d,39.7922622,0.2109,2.03,2,0.79,0.79,-0.322,0.405890404,0
Kepler-26 b,12.28,0.08551,2.78,5.12,0.51,0.54,-1.06,0.405653545,0
Kepler-1489 b,82.294751,0.3679,1.77,3.78,0.9,0.93,0.198,0.404755604,0
Kepler-32 c,8.7522,0.09,2,158.9,0.53,0.58,-1.292,0.404142319,0
TOI-776 b,8.24661,0.0652,1.85,4,0.54,0.54,-1.31,0.403992481,0
Kepler-1024 b,66.4162133,0.3033,3.91,14.5,0.78,0.81,-0.35,0.403477428,0
Kepler-1204 b,85.7350285,0.3877,3.05,9.53,1.03,1.03,-0.058,0.403288194,0
Kepler-351 c,57.24809,0.287,3.19,11.1,0.85,0.81,-0.386,0.403168539,0
Kepler-266 c,107.723601,0.457,3.89,14.4,1.03,0.95,0.012,0.400235043,0
Kepler-1337 b,24.4002549,0.1441,2.41,6.39,0.67,0.7,-0.742,0.399501525,0
Kepler-42 d,1.865169,0.0154,0.57,0.13,0.17,0.13,-2.62,0.399279802,0
Kepler-849 b,394.6244904,1.1088,7.14,40.4,1.64,1.23,0.605,0.398726052,0
Kepler-1605 b,85.7565495,0.3912,1.08,1.28,0.82,0.86,0.429,0.398670282,0
KOI-351 h,331.60059,1.01,11.3,381.396,1.2,1.2,0.269,0.398157837,0
Kepler-1086 b,18.78425728,0.1198,2.44,6.53,0.66,0.7,-0.86,0.398034501,0
Kepler-388 c,13.297004,0.093,0.86,0.566,0.59,0.64,-0.439,0.397462295,0
Kepler-1177 b,106.247547,0.4301,1.9,4.27,0.97,0.98,0.342,0.397118081,0
Kepler-1926 b,42.87770081,0.2197,2.315,5.97,0.83,0.77,-0.647,0.396234164,0
Kepler-1672 b,150.878,0.5726,2.97,9.11,1.09,1.16,0.179,0.396224239,0
Kepler-1771 b,88.64399719,0.3815,4.055,15.5,0.93,0.94,-0.092,0.395902765,0
GJ 3929 b,2.616235,0.0252,1.09,1.75,0.32,0.31,-1.963,0.395268762,0
Kepler-329 c,18.684737,0.113,1.93,4.38,0.52,0.6,-0.971,0.395180552,0
K2-5 c,10.93241,0.0818,2.26,5.73,0.57,0.61,-1.083,0.394225175,0
Kepler-1625 b,287.378949,0.8748,6.06,30.6,0.94,0.96,0.437,0.394150095,0
Kepler-1458 b,47.9872764,0.2495,2.76,8.05,0.94,0.96,-0.24,0.39396144,0
Kepler-324 c,51.805612,0.26,3.15,10.1,0.84,0.87,-0.308,0.393740114,0
Kepler-445 c,4.871229,0.0301,2.51,6.85,0.21,0.18,-2.1,0.393660728,0
Kepler-395 b,7.054346,0.061,1.03,1.08,0.56,0.62,-1.194,0.393254383,0
Kepler-1674 b,62.5611,0.3017,3.206,10.4,0.88,0.96,-0.206,0.393078576,0
Kepler-399 c,26.67569,0.155,1.43,2.63,0.68,0.9,-0.418,0.39274386,0
Kepler-1742 b,49.47819901,0.2587,2.178,5.38,0.85,0.94,-0.184,0.392616977,0
TOI-270 c,5.6605731,0.04526,2.355,6.15,0.38,0.39,-1.712,0.391969212,0
Kepler-1883 b,103.427002,0.4438,3.251,10.6,1.02,1.09,-0.016,0.39195559,0
K2-153 b,7.51574,0.0614,2,4.66,0.53,0.55,-1.367,0.391624884,0
HD 164922 c,75.74,0.341,3.66,13,0.95,0.93,-0.149,0.391369593,0
Kepler-1010 b,34.2685705,0.193,2.32,5.99,0.82,0.86,-0.412,0.391032242,0
Kepler-333 b,12.551158,0.087,1.32,28.2,0.53,0.6,-0.928,0.390899599,0
Kepler-284 c,37.514456,0.213,2.61,7.32,0.81,0.92,-0.341,0.390090257,0
Kepler-834 b,13.32388301,0.0862,2.02,4.74,0.66,0.7,-0.745,0.389899288,0
Kepler-353 c,8.410894,0.065,1.38,2.48,0.5,0.55,-1.187,0.38976026,0
Kepler-51 d,130.194,0.509,9.7,7.6,0.94,1.04,-0.142,0.389711231,0
Kepler-125 c,5.774464,0.051,0.74,0.33,0.51,0.54,-1.328,0.38960282,0
Kepler-616 c,90.4113556,0.4024,3.41,11.5,0.97,0.98,-0.111,0.389234508,0
Kepler-1166 b,33.2406882,0.1975,1.69,3.5,0.86,0.9,-0.256,0.389115763,0
Kepler-1128 b,61.6178167,0.302,3.65,12.9,0.91,0.94,-0.196,0.38793303,0
TOI-122 b,5.07803,0.0392,2.72,7.85,0.33,0.31,-1.854,0.387720915,0
Kepler-229 d,41.194912,0.22,3.85,14.2,0.73,0.8,-0.538,0.386626613,0
HD 73583 c,18.87974,0.1242,2.39,9.7,0.65,0.73,-0.76,0.386540203,0
Kepler-446 b,1.565409,0.0182,1.5,2.86,0.24,0.22,-2.248,0.385927626,0
Kepler-236 b,8.295611,0.065,1.57,3.09,0.51,0.6,-1.229,0.385813277,0
Kepler-1817 b,44.29919815,0.2348,2.273,5.79,0.92,0.88,-0.38,0.385533894,0
Kepler-992 b,20.16034462,0.1339,1.62,3.26,0.74,0.8,-0.57,0.385274298,0
Kepler-310 c,56.47542,0.281,3.38,11.4,0.88,0.91,-0.239,0.38524333,0
Kepler-549 b,42.9495649,0.2283,2.57,11,0.84,0.88,-0.306,0.384900977,0
Kepler-378 b,16.092361,0.112,0.75,0.347,0.67,0.78,-0.655,0.38488845,0
HD 260655 c,5.70588,0.04749,1.533,3.09,0.44,0.44,-1.44,0.384858214,0
Kepler-1109 b,37.6467384,0.2466,2.19,5.43,1.06,1.05,-0.076,0.384565244,0
Kepler-1009 b,11.35011917,0.0796,2.17,5.35,0.57,0.59,-0.987,0.383853139,0
Kepler-1251 b,45.0904643,0.2478,1.84,4.04,0.89,0.92,-0.153,0.383457707,0
Kepler-166 c,34.260281,0.195,2.38,6.26,0.74,0.88,-0.385,0.383284113,0
Kepler-331 c,17.28111,0.105,1.84,4.04,0.49,0.65,-0.784,0.382595113,0
Kepler-1388 d,20.9568158,0.126,2.86,8.55,0.61,0.63,-1.107,0.382457441,0
Kepler-332 c,15.995622,0.114,1.09,1.32,0.72,0.8,-0.584,0.38229002,0
Kepler-120 c,12.794585,0.088,1.53,2.96,0.53,0.65,-0.677,0.381923573,0
Kepler-231 b,10.065275,0.074,1.73,35.4,0.49,0.58,-1.036,0.381780271,0
Kepler-916 b,32.2968798,0.1885,1.76,3.75,0.81,0.85,-0.278,0.381437626,0
Kepler-953 b,88.40655258,0.392,4.21,16.5,0.99,0.95,-0.119,0.38093314,0
Kepler-398 c,11.419412,0.087,1.01,1.01,0.61,0.65,-0.811,0.380686916,0
Kepler-1411 b,86.1150888,0.4001,2.82,8.35,0.92,0.95,0.041,0.380342528,0
Kepler-986 b,56.4349938,0.276,2.36,6.17,0.98,0.96,-0.047,0.380331245,0
Kepler-676 b,11.59822172,0.0798,3.04,9.48,0.49,0.51,-1.295,0.3801896,0
GJ 3138 c,5.974,0.057,1.88,4.18,0.5,0.68,-1.347,0.380140615,0
Kepler-54 b,8.0109434,0.0619,2.1,21.5,0.5,0.51,-1.301,0.380120229,0
TOI-2459 b,19.104718,,2.953,9.03,0.68,0.66,-0.896,0.379910353,0
TOI-270 b,3.3601538,0.03197,1.206,1.58,0.38,0.39,-1.712,0.379770117,0
K2-124 b,6.413651,0.049,2.9,8.75,0.39,0.39,-1.659,0.379741316,0
Kepler-386 c,25.193458,0.155,1.58,3.12,0.77,0.82,-0.402,0.379008567,0
K2-3 b,10.054626,0.0778,2.25,6.47,0.6,0.62,-1.15,0.37870867,0
Kepler-315 b,96.101141,0.402,3.77,13.7,1.04,0.98,0.004,0.377813479,0
GJ 1132 b,1.628931,0.0153,1.13,1.66,0.21,0.18,-2.359,0.377625343,0
Kepler-622 b,14.28226676,0.0978,2.13,5.18,0.61,0.64,-0.862,0.377136818,0
Kepler-1223 b,16.301259,0.1186,1.22,1.98,0.75,0.8,-0.541,0.376944585,0
Kepler-199 c,67.093408,0.316,3.25,10.6,0.97,0.96,-0.097,0.376330684,0
Kepler-1480 b,22.12679948,0.1525,1.67,3.43,0.81,0.85,-0.449,0.375993316,0
K2-266 e,19.482,0.1249,2.73,14.3,0.7,0.69,-0.823,0.375726449,0
Kepler-691 b,8.114379,0.0649,2.09,5.02,0.5,0.53,-1.305,0.375074938,0
K2-148 d,9.7579,0.0774,1.64,3.33,0.63,0.65,-0.996,0.374911693,0
K2-90 b,13.733314,0.096,2.6,7.27,0.62,0.63,-0.953,0.374671079,0
Kepler-1162 b,32.5637069,0.19,2.21,5.52,0.84,0.89,-0.322,0.374655062,0
Kepler-1266 b,28.474748,0.1689,2.58,7.18,0.76,0.8,-0.53,0.374411673,0
TOI-4342 c,10.688716,0.0814,2.415,6.41,0.6,0.63,-1.127,0.373622177,0
Kepler-445 b,2.984151,0.0217,1.58,3.12,0.21,0.18,-2.1,0.373578861,0
Kepler-265 e,67.831024,0.319,2.59,7.22,1.1,0.98,0.005,0.373374198,0
Kepler-1467 b,47.0569043,0.2388,3.3,10.9,0.82,0.86,-0.351,0.373285013,0
Kepler-1016 c,105.6551369,0.4389,3.68,13.1,1,0.99,0.124,0.372922908,0
Kepler-1232 b,26.7839183,0.1673,1.93,4.38,0.89,0.92,-0.359,0.372007404,0
Kepler-383 b,12.904532,0.095,1.32,2.3,0.67,0.67,-0.698,0.371700838,0
Kepler-1495 b,85.273256,0.3677,2.94,8.96,1.04,1.03,0.052,0.371612762,0
KOI-351 g,210.60697,0.71,8.1,254.264,1.2,1.2,0.269,0.371060428,0
KOI-351 e,91.93913,0.42,2.66,7.56,1.2,1.2,0.269,0.371039277,0
Kepler-511 b,296.637865,0.8589,6.35,33.1,1.2,1,0.498,0.370971475,0
Kepler-171 d,39.595519,0.223,1.89,4.23,0.84,0.91,-0.079,0.370928686,0
Kepler-1795 b,13.36019993,0.1002,1.663,3.4,0.69,0.77,-0.757,0.370901392,0
Kepler-1178 b,31.80634,0.1596,1.07,1.24,0.75,0.8,-0.277,0.370677249,0
G 264-012 b,2.30538,0.02279,1.39,2.5,0.3,0.3,-1.972,0.370276463,0
Kepler-819 b,33.1995648,0.1894,2.76,8.05,0.81,0.86,-0.398,0.369754526,0
TOI-540 b,1.2391491,0.01223,0.903,0.674,0.19,0.16,-2.461,0.369594935,0
Kepler-801 b,11.41928253,0.0795,2,4.66,0.63,0.67,-0.798,0.369027705,0
Kepler-198 c,49.567416,0.259,2.47,6.66,0.94,0.97,-0.109,0.368719139,0
Kepler-1253 b,68.8861915,0.3133,1.33,2.33,1.1,0.97,0.345,0.368653287,0
Kepler-1470 b,16.2950903,0.116,1.07,1.24,0.76,0.8,-0.486,0.368574331,0
Kepler-261 c,24.570858,0.156,2,4.66,0.79,0.88,-0.471,0.368529309,0
K2-71 b,6.98541,0.0559,2.15,5.27,0.43,0.48,-1.519,0.368146223,0
Kepler-158 b,16.709184,0.111,2.12,5.14,0.62,0.66,-0.757,0.368066036,0
Kepler-42 b,1.2137672,0.0116,0.78,0.399,0.17,0.13,-2.62,0.367861204,0
Kepler-1609 b,114.34219,0.4679,2.22,5.56,1.27,1.18,0.484,0.367642438,0
K2-50 b,8.7529,0.0705,1.59,3.15,0.55,0.61,-0.874,0.367507016,0
Kepler-531 b,29.88485741,0.1694,2.78,8.15,0.75,0.78,-0.552,0.367430733,0
Kepler-1236 b,31.0571618,0.1803,2.14,5.22,0.82,0.86,-0.379,0.367372427,0
Kepler-249 b,3.306539,0.035,1.09,1.32,0.48,0.51,-1.495,0.367283812,0
Kepler-1760 b,38.3260994,0.2084,2.29,5.86,0.9,0.82,-0.26,0.367185201,0
Kepler-1519 b,240.7989397,0.7655,7.06,39.6,0.91,0.94,0.326,0.366758761,0
Kepler-517 b,60.92832271,0.2897,2.67,7.61,0.98,0.95,-0.019,0.366663259,0
Kepler-296 c,5.8416366,0.0521,2,4.66,0.48,0.5,-1.509,0.366509869,0
Kepler-1841 b,25.88599968,0.1606,1.489,2.82,0.9,0.82,-0.278,0.366135461,0
LHS 1478 b,1.9495378,0.01848,1.242,2.33,0.25,0.24,-2.146,0.366108658,0
Kepler-371 c,67.968015,0.313,1.78,3.82,0.99,0.93,0.244,0.365561196,0
Kepler-1696 b,65.9409,0.3244,2.81,8.29,1.2,1.02,0.139,0.365497281,0
Kepler-984 b,43.0342272,0.2327,2.12,5.14,0.93,0.96,-0.108,0.365307481,0
K2-138 g,41.96797,0.23109,3.013,4.32,0.86,0.94,-0.287,0.365252405,0
Kepler-1494 b,91.080482,0.3982,3.07,9.64,0.94,0.96,0.079,0.365043907,0
Kepler-1737 b,64.61750031,0.297,5.395,25.1,0.88,0.83,-0.344,0.364995253,0
LP 791-18 b,0.9479981,0.00978,1.212,1.94,0.18,0.14,-2.638,0.36474522,0
K2-151 b,3.835476,0.0373,1.49,2.83,0.45,0.47,-1.553,0.364329011,0
L 98-59 b,2.2531136,0.02191,0.85,0.4,0.3,0.27,-1.948,0.364158489,0
Kepler-970 b,16.736525,0.139,2.609,7.31,0.71,0.67,-0.775,0.363654289,0
Kepler-396 c,88.505,0.378,5.3,17.9,1.06,0.85,-0.135,0.363140865,0
Kepler-1093 c,89.722292,0.394,1.96,4.5,1.2,1.13,0.46,0.36305678,0
TOI-2180 b,260.79,0.828,11.321,875.61726,1.64,1.11,0.406,0.363012889,0
Kepler-1621 b,92.263714,0.4204,2.16,5.31,1.24,1.15,0.478,0.362545294,0
Kepler-293 c,54.155743,0.286,3.83,14,0.96,0.94,-0.233,0.362420865,0
