"","rowid","pl_controvflag","pl_pnum","pl_orbper","pl_orbpererr1","pl_orbpererr2","pl_orbperlim","pl_orbsmaxlim","pl_radj","pl_radjerr1","pl_radjerr2","pl_radjlim","pl_ttvflag","pl_kepflag","pl_k2flag","pl_nnotes","ra","dec","st_dist","st_disterr1","st_disterr2","st_distlim","st_optmag","st_optmaglim","gaia_gmag","gaia_gmaglim","st_teff","st_tefferr1","st_tefferr2","st_tefflim","st_mass","st_masserr1","st_masserr2","st_masslim","st_rad","st_raderr1","st_raderr2","st_radlim","pl_tranflag","pl_rvflag","pl_imgflag","pl_astflag","pl_omflag","pl_cbflag","pl_rade","pl_radeerr1","pl_radeerr2","pl_radelim","pl_rads","pl_radserr1","pl_radserr2","pl_radslim","pl_trandur","pl_trandurerr1","pl_trandurerr2","pl_trandurlim","pl_tranmid","pl_tranmiderr1","pl_tranmiderr2","pl_tranmidlim","pl_ratrorlim","pl_disc","pl_status","pl_mnum","pl_st_npar","pl_st_nref","st_rah","st_glon","st_glat","st_elon","st_elat","st_plxlim","gaia_plx","gaia_plxerr1","gaia_plxerr2","gaia_plxlim","gaia_dist","gaia_disterr1","gaia_disterr2","gaia_distlim","st_pmra","st_pmraerr","st_pmralim","st_pmdec","st_pmdecerr","st_pmdeclim","st_pm","st_pmerr","st_pmlim","gaia_pmra","gaia_pmraerr","gaia_pmralim","gaia_pmdec","gaia_pmdecerr","gaia_pmdeclim","gaia_pm","gaia_pmerr","gaia_pmlim","st_logg","st_loggerr1","st_loggerr2","st_logglim","st_metfe","st_metfeerr1","st_metfeerr2","st_metfelim","st_nts","st_nplc","st_nglc","st_nrvc","st_naxa","st_nimg","st_nspec","st_j","st_jerr","st_jlim","st_h","st_herr","st_hlim","st_k","st_kerr","st_klim","st_wise1","st_wise1err","st_wise1lim","st_wise2","st_wise2err","st_wise2lim","st_wise3","st_wise3err","st_wise3lim","st_wise4","st_wise4lim","st_photn","st_jmh2","st_jmh2err","st_jmh2lim","st_hmk2","st_hmk2err","st_hmk2lim","st_jmk2","st_jmk2err","st_jmk2lim","st_colorn"
"2858",2858,0,2,223.3,2.1,-2.1,0,0,0.96,0.072,-0.079,0,0,1,0,0,298.62489,48.577454,698.39,9.94,-9.69,0,14.256,0,14.229,0,5460,81,-81,0,1.01,0.05,-0.05,0,0.94,0.06,-0.06,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.472,0.000896,-0.0118,NA,2454932.104,0.00389,-0.00196,NA,NA,2014,3,0,29,11,19.908326,82.576569,10.482703,323.498813,66.777499,NA,1.4,0.02,-0.02,0,712.87,10.31,-10.31,0,6.2,0,0,1.2,0,0,6.3,0,0,6.2,0,0,1.2,0,0,6.3,0,0,4.5,0.05,-0.05,0,0.44,0.14,-0.14,0,0,0,0,0,0,3,0,12.905,0.025,0,12.6,0.032,0,12.47,0.022,0,12.472,0.022,0,12.55,0.023,0,12.243,0.282,-1,9.305,-1,14,0.305,0.041,0,0.13,0.039,0,0.435,0.033,0,5
"2859",2859,0,1,3.79701816,1.9e-07,-1.9e-07,0,0,0.978,0.022,-0.022,0,0,1,0,1,290.358009,40.567738,650,20,-20,0,14.97,0,14.73,0,5170,70,-70,0,0.93,0.05,-0.05,0,0.86,0.02,-0.02,0,1,1,0,0,0,0,10.962,0.247,-0.247,0,0.101,0.002,-0.002,0,0.098,3e-04,-3e-04,0,2454966.508785,3.9e-05,-3.9e-05,0,0,2014,3,0,67,14,19.35720062,72.574812,12.024014,303.801979,61.639185,0,1.52,0.03,-0.03,0,658.75,11.1,-11.1,0,-2.9,0.049,0,-7.2,0,0,7.8,0,0,-4.4,0,0,-9.5,0,0,10.5,0,0,4.54,0.01,-0.01,0,0.24,0.11,-0.11,0,0,0,0,0,0,3,0,13.376,0.021,0,12.931,0.02,0,12.806,0.027,0,12.798,0.024,0,12.871,0.026,0,13.039,0.539,0,9.332,-1,16,0.445,0.029,0,0.125,0.034,0,0.57,0.034,0,5
"2860",2860,0,1,3.21751883,1.9e-07,-1.9e-07,0,0,1.09,0.03,-0.03,0,0,1,0,1,289.434628,49.4734,880,30,-30,0,15.073,0,14.807,0,5725,90,-90,0,0.91,0.06,-0.06,0,0.92,0.02,-0.02,0,1,1,0,0,0,0,12.22,0.34,-0.34,0,0.112,0.003,-0.003,0,0.0913,4e-04,-4e-04,0,2454966.631964,4.7e-05,-4.7e-05,0,0,2014,3,0,67,14,19.29564187,80.671541,16.282651,309.761253,70.242302,0,1.16,0.02,-0.02,0,864.63,14.24,-14.24,0,0.2,0,0,8.6,0,0,8.6,0,0,0.2,0,0,8.6,0,0,8.6,0,0,4.47,0.01,-0.01,0,-0.21,0.08,-0.08,0,0,0,0,0,0,3,0,13.624,0.026,0,13.23,0.033,0,13.212,0.033,0,13.219,0.024,0,13.238,0.026,0,12.622,0.393,-1,9.473,-1,16,0.394,0.042,0,0.018,0.047,0,0.412,0.042,0,5
"2861",2861,0,1,10.290994,1.1e-06,-1.1e-06,0,0,1.23,0.21,-0.21,0,0,1,0,1,288.25458,43.704868,1100,150,-150,0,14.42,0,14.196,0,5800,70,-70,0,0.96,0.06,-0.06,0,1.35,0.2,-0.2,0,1,1,0,0,0,0,13.79,2.35,-2.35,0,0.126,0.022,-0.022,0,0.1786,4e-04,-4e-04,0,2454970.02207,9e-05,-9e-05,0,0,2014,3,0,67,14,19.216972,74.839372,14.747993,302.530002,65.095848,0,0.95,0.02,-0.02,0,1048.53,17.1,-17.1,0,2.4,0,0,-6.8,0,0,7.2,0,0,2.4,0,0,-6.8,0,0,7.2,0,0,4.14,0.12,-0.12,0,-0.19,0.07,-0.07,0,0,0,0,0,0,3,0,13.161,0.023,0,12.814,0.022,0,12.777,0.024,0,12.746,0.023,0,12.772,0.024,0,12.67,0.414,-1,9.296,-1,16,0.347,0.032,0,0.037,0.033,0,0.384,0.033,0,5
"2862",2862,0,1,3.52563254,1.5e-07,-1.5e-07,0,0,1.08,0.03,-0.03,0,0,1,0,1,290.581722,40.5774,720,25,-25,0,15.405,0,15.222,0,5150,100,-100,0,0.87,0.05,-0.05,0,0.8,0.02,-0.02,0,1,1,0,0,0,0,12.11,0.34,-0.34,0,0.111,0.003,-0.003,0,0.1089,3e-04,-3e-04,0,2455003.048008,3.2e-05,-3.2e-05,0,0,2014,3,0,67,13,19.3721148,72.65882,11.87497,304.14977,61.598694,0,1.43,0.03,-0.03,0,699.73,15.91,-15.91,0,1.3,0.1,0,-15.9,0.1,0,15.9,0.1,0,1.3,0.1,0,-15.9,0.1,0,15.9,0.1,0,4.57,0.01,-0.01,0,0.09,0.17,-0.17,0,0,0,0,0,0,3,0,13.767,0.024,0,13.295,0.023,0,13.234,0.033,0,13.171,0.023,0,13.368,0.026,0,13.065,0.518,-1,8.927,-1,12,0.472,0.033,0,0.061,0.04,0,0.533,0.041,0,5
"2863",2863,0,1,3.0240949,6e-07,-6e-07,0,0,1.219,0.065,-0.064,0,0,1,0,1,285.240856,46.668255,1950,250,-250,0,13.958,0,13.889,0,6041,143,-143,0,1.32,0.09,-0.09,0,1.42,0.07,-0.07,0,1,1,0,0,1,0,13.664,0.729,-0.717,0,0.125,0.007,-0.007,0,0.15817,0.0075,-0.01212,NA,2454965.41624,2e-05,-2e-05,0,0,2011,3,0,139,18,19.01605707,76.856908,17.836659,299.556275,68.549309,0,0.97,0.01,-0.01,0,1035.9,14.94,-14.94,0,-3,0,0,0.2,0,0,3,0,0,-3,0,0,0.2,0,0,3,0,0,4.26,0.05,-0.05,0,0.33,0.11,-0.11,0,0,0,0,0,0,3,0,12.858,0.022,0,12.605,0.02,0,12.549,0.03,0,12.531,0.023,0,12.552,0.023,0,12.788,0.419,0,9.275,-1,14,0.253,0.03,0,0.056,0.036,0,0.309,0.037,0,5
"2864",2864,0,2,35.968,NA,NA,0,0,0.29,0.054,-0.049,0,0,1,0,1,292.808636,49.579445,816,127.28,-99.96,0,13.848,0,13.814,0,5884,75,-75,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,1,0,0,0,0,0,3.25,NA,NA,0,0.03,NA,NA,0,0.294,0.002379,-0.0046,NA,2454975.26823,0.00045,-0.000996,NA,0,2015,3,0,40,12,19.52057573,81.697606,14.326262,315.670028,69.428186,0,1.06,0.02,-0.02,0,942.26,16.98,-16.98,0,-1.8,0,0,-8.6,0,0,8.8,0,0,-1.8,0,0,-8.6,0,0,8.8,0,0,4.15,0.15,-0.15,0,0.2,0.1,-0.1,0,0,0,0,0,0,3,0,12.743,0.02,0,12.486,0.023,0,12.391,0.029,0,12.418,0.023,0,12.434,0.021,0,12.804,0.342,-1,9.802,-1,14,0.257,0.03,0,0.095,0.037,0,0.352,0.035,0,5
"2865",2865,0,2,110.979,NA,NA,0,0,0.16,0.009,-0.007,0,0,1,0,1,292.808636,49.579445,816,127.28,-99.96,0,13.848,0,13.814,0,5884,75,-75,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,1,0,0,0,0,0,1.75,NA,NA,0,0.016,NA,NA,0,0.5419583,0.0012,-0.01283,NA,2455035.8852,0.002676,-0.001577,NA,0,2015,3,0,38,12,19.52057573,81.697606,14.326262,315.670028,69.428186,0,1.06,0.02,-0.02,0,942.26,16.98,-16.98,0,-1.8,0,0,-8.6,0,0,8.8,0,0,-1.8,0,0,-8.6,0,0,8.8,0,0,4.15,0.15,-0.15,0,0.2,0.1,-0.1,0,0,0,0,0,0,3,0,12.743,0.02,0,12.486,0.023,0,12.391,0.029,0,12.418,0.023,0,12.434,0.021,0,12.804,0.406,-1,9.802,-1,14,0.257,0.03,0,0.095,0.037,0,0.352,0.035,0,5
"2866",2866,0,3,6.803,NA,NA,0,0,0.068,0.037,-0.036,0,0,1,0,1,281.112335,43.227789,427,84.14,-72.3,0,11.973,0,11.929,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,1,0,0,0,0,0,0.764,NA,NA,0,0.007,NA,NA,0,0.2066667,0.01067,-0.002933,NA,2455007.858828,0.00779,-0.00106,NA,0,2015,3,0,32,10,18.74082231,72.387877,19.39485,290.110142,65.893088,0,2.03,0.02,-0.02,0,493.44,4.82,-4.82,0,-4,0,0,-4,0,0,5.7,0,0,-6,0,0,-5.2,0,0,8,0,0,4.4,0.15,-0.15,0,0.07,0.1,-0.1,0,0,0,0,0,0,3,0,10.945,0.021,0,10.678,0.019,0,10.649,0.011,0,10.615,0.023,0,10.645,0.02,0,10.614,0.068,0,8.93,-1,14,0.267,0.028,0,0.029,0.022,0,0.296,0.024,0,5
"2867",2867,0,3,8.703,NA,NA,0,0,0.06,0.1,-0.093,0,0,1,0,1,281.112335,43.227789,427,84.14,-72.3,0,11.973,0,11.929,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,1,0,0,0,0,0,0.668,NA,NA,0,0.006,NA,NA,0,0.1375,0.000904,-0.0055,NA,2455004.36552,0.0011,-0.000981,NA,0,2015,3,0,32,10,18.74082231,72.387877,19.39485,290.110142,65.893088,0,2.03,0.02,-0.02,0,493.44,4.82,-4.82,0,-4,0,0,-4,0,0,5.7,0,0,-6,0,0,-5.2,0,0,8,0,0,4.4,0.15,-0.15,0,0.07,0.1,-0.1,0,0,0,0,0,0,3,0,10.945,0.021,0,10.678,0.019,0,10.649,0.011,0,10.615,0.023,0,10.645,0.02,0,10.614,0.068,0,8.93,-1,14,0.267,0.028,0,0.029,0.022,0,0.296,0.024,0,5
"2868",2868,0,3,11.922,NA,NA,0,0,0.1,0.021,-0.009,0,0,1,0,1,281.112335,43.227789,427,84.14,-72.3,0,11.973,0,11.929,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,1,0,0,0,0,0,1.11,NA,NA,0,0.01,NA,NA,0,0.249325,0.0019,-0.0028,NA,2454981.92796,0.00474,-0.00038,NA,0,2015,3,0,32,10,18.74082231,72.387877,19.39485,290.110142,65.893088,0,2.03,0.02,-0.02,0,493.44,4.82,-4.82,0,-4,0,0,-4,0,0,5.7,0,0,-6,0,0,-5.2,0,0,8,0,0,4.4,0.15,-0.15,0,0.07,0.1,-0.1,0,0,0,0,0,0,3,0,10.945,0.021,0,10.678,0.019,0,10.649,0.011,0,10.615,0.023,0,10.645,0.02,0,10.614,0.068,0,8.93,-1,14,0.267,0.028,0,0.029,0.022,0,0.296,0.024,0,5
"2869",2869,0,2,52.501129,6.7e-05,-5.3e-05,0,0,1.145,0.036,-0.039,0,0,1,0,1,293.282206,48.2859,870,20,-20,0,12.465,0,12.182,0,4995,78,-78,0,1.32,0.1,-0.07,0,4.06,0.12,-0.08,0,1,1,0,0,0,0,12.834,0.404,-0.437,0,0.118,0.004,-0.004,0,0.432012,0.00487,-0.000575,NA,2455949.5374,0.0011,-0.0012,0,0,2015,3,0,77,16,19.55214707,80.63309,13.488216,314.907641,68.126674,0,1.15,0.03,-0.03,0,868.85,21,-21,0,4.5,0,0,10.1,0,0,11.1,0,0,4.5,0,0,10.1,0,0,11.1,0,0,3.35,0.01,-0.01,0,-0.07,0.1,-0.1,0,0,0,0,0,0,3,0,10.684,0.021,0,10.221,0.019,0,10.121,0.017,0,10.052,0.022,0,10.12,0.02,0,10.011,0.034,0,9.583,0,15,0.463,0.028,0,0.1,0.025,0,0.563,0.027,0,5
"2870",2870,0,2,406.2,3.9,-2.5,0,0,1.06,0.124,-0.122,0,0,1,0,0,293.282206,48.2859,870,20,-20,0,12.465,0,12.182,0,4995,78,-78,0,1.32,0.1,-0.07,0,4.06,0.12,-0.08,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.614,0.0054583,-0.0034,NA,2455048.44167,0.00162,-0.00183,NA,NA,2015,3,0,34,13,19.55214707,80.63309,13.488216,314.907641,68.126674,0,1.15,0.03,-0.03,0,868.85,21,-21,0,4.5,0,0,10.1,0,0,11.1,0,0,4.5,0,0,10.1,0,0,11.1,0,0,3.35,0.01,-0.01,0,-0.07,0.1,-0.1,0,0,0,0,0,0,3,0,10.684,0.021,0,10.221,0.019,0,10.121,0.017,0,10.052,0.022,0,10.12,0.02,0,10.011,0.034,0,9.583,0,15,0.463,0.028,0,0.1,0.025,0,0.563,0.027,0,5
"2871",2871,0,1,5.33408384,1.1e-06,-1.1e-06,0,0,1.45,0.16,-0.16,0,0,1,0,1,297.593651,40.977268,1870,210,-210,0,14.463,0,14.416,0,6360,140,-140,0,1.46,0.17,-0.17,0,2.26,0.25,-0.25,0,1,1,0,0,0,0,16.25,1.79,-1.79,0,0.149,0.016,-0.016,0,0.2574,6e-04,-6e-04,0,2454964.98152,0.00015,-0.00015,0,0,2015,3,0,63,12,19.83957671,75.522209,7.361321,314.727948,60.203823,0,0.5,0.02,-0.02,0,1982.84,82.82,-82.82,0,-0.7,2.6,0,-0.2,2.4,0,0.7,2.2,0,-2,0,0,-2.4,0,0,3.2,0,0,3.89,0.06,-0.06,0,-0.01,0.2,-0.2,0,0,0,0,0,0,3,0,13.201,0.02,0,12.948,0.024,0,12.826,0.026,0,12.739,0.024,0,12.795,0.026,0,13.016,0.479,0,8.913,-1,14,0.253,0.031,0,0.122,0.035,0,0.375,0.033,0,5
"2872",2872,0,1,12.8747099,5e-06,-5e-06,0,0,1.13,0.26,-0.18,0,0,1,0,1,293.586381,42.928913,1240,120,-120,0,14.517,0,14.5,0,5977,95,-95,0,1.2,0.09,-0.09,0,1.38,0.13,-0.13,0,1,1,0,0,0,0,12.67,2.91,-2.02,0,0.116,0.027,-0.019,0,0.0953,0.0019,-0.0019,0,2455003.02283,0.00042,-0.00042,0,0,2015,3,0,66,12,19.5724254,75.823043,10.910636,310.359764,63.101401,0,0.79,0.02,-0.02,0,1266.49,34.52,-34.52,0,-0.8,0,0,-8.7,0,0,8.7,0,0,-0.8,0,0,-8.7,0,0,8.7,0,0,4.24,0.06,-0.06,0,0.25,0.14,-0.14,0,0,0,0,0,0,3,0,13.4,0.022,0,13.035,0.031,0,13.039,0.03,0,12.175,0.023,0,12.45,0.022,0,12.42,0.335,-1,9.413,-1,10,0.365,0.038,0,-0.004,0.043,0,0.361,0.037,0,5
"2873",2873,0,1,8.6001536,1.8e-06,-1.8e-06,0,0,1.99,0.18,-0.18,0,0,1,0,1,292.287328,43.197281,2070,200,-200,0,13.643,0,13.604,0,6161,94,-94,0,1.54,0.09,-0.09,0,3.21,0.3,-0.3,0,1,1,0,0,0,0,22.31,2.02,-2.02,0,0.205,0.019,-0.019,0,0.3751,0.0025,-0.0015,0,2455010.64241,4e-04,-4e-04,0,0,2015,3,0,68,14,19.48582187,75.633714,11.879308,308.578957,63.681663,0,0.68,0.02,-0.02,0,1478.93,38.13,-38.13,0,2.3,0,0,-2.9,0,0,3.7,0,0,2.3,0,0,-2.9,0,0,3.7,0,0,3.61,0.05,-0.07,0,-0.18,0.11,-0.11,0,0,0,0,0,0,3,0,12.593,0.02,0,12.345,0.019,0,12.291,0.022,0,12.266,0.023,0,12.309,0.023,0,12.416,0.335,-1,9.423,-1,14,0.248,0.028,0,0.054,0.029,0,0.302,0.03,0,5
"2874",2874,0,2,64.00205,0.00072,-0.00072,0,0,0.24,0.02,-0.02,0,0,1,0,1,301.720753,44.412063,618,34,-30,0,15.856,0,15.862,0,4651,100,-100,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,1,0,0,0,0,0,2.73,0.23,-0.24,0,0.025,0.002,-0.002,0,0.1946,0.0146,-0.0142,0,2455477.6307,0.0042,-0.0049,0,0,2015,3,0,51,13,20.11471686,80.05917,6.521968,323.382132,62.099788,0,1.67,0.04,-0.04,0,598.43,15.66,-15.66,0,4,4.4,0,10,2.1,0,10.8,2.8,0,5.4,0.1,0,1.6,0.1,0,5.6,0.1,0,4.62,0.01,-0.03,0,0.01,0.1,-0.1,0,0,0,0,0,0,3,0,14.083,0.028,0,13.49,0.032,0,13.333,0.036,0,13.208,0.025,0,13.26,0.026,0,10.737,0.116,0,8.835,0,14,0.593,0.043,0,0.157,0.048,0,0.75,0.046,0,5
"2875",2875,0,2,16.79713874,8.561e-05,-8.561e-05,0,0,0.208,0.017,-0.012,0,0,1,0,1,301.720753,44.412063,618,34,-30,0,15.856,0,15.862,0,4651,100,-100,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,1,0,0,0,0,0,2.33,0.19,-0.14,0,0.021,0.002,-0.001,0,0.13492,0.00538,-0.00538,0,2454967.04221,0.00404,-0.00404,0,0,2016,3,0,40,13,20.11471686,80.05917,6.521968,323.382132,62.099788,0,1.67,0.04,-0.04,0,598.43,15.66,-15.66,0,4,0.1,0,10,0.57,0,10.8,0.1,0,5.4,0.1,0,1.6,0.1,0,5.6,0.1,0,4.62,0.01,-0.03,0,0.01,0.1,-0.1,0,0,0,0,0,0,3,0,14.083,0.028,0,13.49,0.032,0,13.333,0.036,0,13.208,0.025,0,13.26,0.026,0,10.737,0.116,0,8.835,0,14,0.593,0.043,0,0.157,0.048,0,0.75,0.046,0,5
"2876",2876,0,1,66.65062,0.00033,-0.00032,0,0,0.19,0.02,-0.02,0,0,1,0,1,297.347393,44.026947,417,24,-21,0,14.352,0,14.362,0,4551,100,-100,0,0.71,0.03,-0.03,0,0.68,0.03,-0.02,0,1,0,0,0,0,0,2.14,0.22,-0.17,0,0.02,0.002,-0.002,0,0.2329,0.0088,-0.0121,0,2455670.6876,0.0023,-0.0023,0,0,2015,3,0,39,10,19.82315953,78.112883,9.022245,316.862319,63.086264,0,7.66,0.04,NA,NA,134.92,13.76,NA,NA,9.3,4.3,NA,-118,7.8,NA,157.2,4.1,NA,NA,0.1,NA,NA,0.1,NA,NA,0.1,NA,4.63,0.01,-0.03,0,0,0.1,-0.1,0,0,0,0,0,0,3,0,12.564,0.022,0,11.965,0.019,0,11.847,0.018,0,11.755,0.023,0,11.819,0.022,0,11.293,0.118,0,9.233,0,14,0.599,0.029,0,0.118,0.026,0,0.717,0.028,0,5
"2877",2877,0,1,35.23319,0.00025,-0.00029,0,0,0.1,0.01,-0.02,0,0,1,0,1,281.645806,41.951092,145,20,-23,0,14.467,0,14.485,0,3748,112,-112,0,0.54,0.04,-0.06,0,0.52,0.04,-0.06,0,1,0,0,0,0,0,1.12,0.16,-0.17,0,0.01,0.001,-0.002,0,0.145,0.0125,-0.0171,0,2455673.0307,0.0044,-0.0032,0,0,2015,3,0,46,12,18.77638707,71.258017,18.593064,290.460132,64.565421,0,5.1,0.12,-0.12,0,195.94,4.73,-4.73,0,-16.8,0.3,0,-4.9,0.2,0,17.5,0.3,0,-16.8,0.3,0,-4.9,0.2,0,17.5,0.3,0,4.74,0.06,-0.03,0,0.16,0.14,-0.14,0,0,0,0,0,0,3,0,12.13,0.03,0,11.449,0.033,0,11.199,0.02,0,11.08,0.023,0,11.075,0.02,0,10.584,0.063,0,8.893,-1,14,0.681,0.045,0,0.25,0.039,0,0.931,0.036,0,5
"2878",2878,0,1,178.1396,0.0016,-0.0018,0,0,0.2,0.01,-0.04,0,0,1,0,1,280.801566,44.033994,693,66,-38,0,14.56,0,14.545,0,5431,100,-100,0,0.88,0.04,-0.04,0,0.87,0.08,-0.04,0,1,0,0,0,0,0,2.24,0.16,-0.45,0,0.021,0.001,-0.004,0,0.3996,0.0125,-0.0175,0,2455399.3987,0.0039,-0.0054,0,0,2015,3,0,54,14,18.72010437,73.117757,19.872324,289.937912,66.727217,0,1.29,0.02,-0.02,0,773.85,11.74,-11.74,0,-4,0,0,12,0,0,12.6,0,0,-6.1,0,0,2.2,0,0,6.5,0,0,4.51,0.04,-0.07,0,0.02,0.1,-0.1,0,0,0,0,0,0,3,0,13.344,0.025,0,12.955,0.028,0,12.919,0.024,0,12.833,0.023,0,12.876,0.024,0,12.593,0.344,0,9.152,-1,14,0.389,0.038,0,0.036,0.037,0,0.425,0.035,0,5
"2879",2879,0,1,3.2467293,3e-06,-3e-06,0,0,1.09,0.07,-0.07,0,0,1,0,1,300.102352,45.762142,2250,300,-300,0,14.678,0,14.69,0,5800,100,-100,0,1.12,0.08,-0.08,0,1.35,0.08,-0.08,0,1,1,0,0,0,0,12.22,0.78,-0.78,0,0.112,0.007,-0.007,0,0.1302,6e-04,-6e-04,0,2455187.1564,0.00021,-0.00021,0,0,2011,3,0,110,17,20.00682347,80.619823,8.200931,322.472025,63.819389,0,0.81,0.02,-0.02,0,1229.15,34.65,-34.65,0,-0.9,0,0,8.2,0,0,8.3,0,0,-0.9,0,0,8.2,0,0,8.3,0,0,4.22,0.04,-0.04,0,0.15,0.1,-0.1,0,0,0,0,0,0,3,0,13.34,0.026,0,12.969,0.025,0,12.878,0.034,0,12.775,0.024,0,12.857,0.024,0,12.003,0.177,0,9.364,-1,14,0.371,0.036,0,0.091,0.042,0,0.462,0.043,0,5
"2880",2880,0,1,101.11141,0.00087,-0.00068,0,0,0.17,0.02,-0.02,0,0,1,0,1,285.349952,41.452206,261,16,-46,0,15.134,0,15.106,0,4134,154,-154,0,0.57,0.04,-0.05,0,0.56,0.03,-0.05,0,1,0,0,0,0,0,1.86,0.24,-0.19,0,0.017,0.002,-0.002,0,0.3313,0.0104,-0.0088,0,2455756.2986,0.0028,-0.0027,0,0,2015,3,0,47,12,19.02333013,71.823204,15.835414,296.393255,63.491786,0,3.29,0.02,-0.02,0,303.65,2.3,-2.3,0,15.3,0,0,28.3,0,0,32.2,0,0,15.3,0,0,28.3,0,0,32.2,0,0,4.71,0.05,-0.02,0,-0.3,0.15,-0.15,0,0,0,0,0,0,3,0,12.96,0.019,0,12.323,0.018,0,12.121,0.021,0,12.023,0.023,0,11.996,0.021,0,11.953,0.209,0,9.32,-1,14,0.637,0.026,0,0.202,0.028,0,0.839,0.028,0,5
"2881",2881,0,1,207.2482,0.0022,-0.002,0,0,0.15,0.02,-0.02,0,0,1,0,1,284.566904,49.012546,284,28,-48,0,15.142,0,15.135,0,4340,177,-177,0,0.57,0.05,-0.05,0,0.55,0.04,-0.05,0,1,0,0,0,0,0,1.64,0.22,-0.24,0,0.015,0.002,-0.002,0,0.2521,0.0125,-0.0133,0,2455667.7764,0.004,-0.0065,0,0,2015,3,0,43,11,18.97112696,79.008757,19.075235,300.312287,70.922463,0,3.7,0.02,-0.02,0,270.08,1.82,-1.82,0,10,0,0,36,0,0,37.4,0,0,6.5,0,0,34.3,0,0,34.9,0,0,4.71,0.05,-0.02,0,-0.57,0.18,-0.18,0,0,0,0,0,0,3,0,13.04,0.027,0,12.403,0.033,0,12.288,0.024,0,12.174,0.022,0,12.192,0.02,0,12.222,0.24,0,9.44,-1,14,0.637,0.043,0,0.115,0.041,0,0.752,0.036,0,5
"2882",2882,0,1,112.3053,0.0024,-0.0028,0,0,0.12,0.01,-0.02,0,0,1,0,1,285.366589,39.280081,342,19,-22,0,14.976,0,14.93,0,4402,100,-100,0,0.61,0.03,-0.03,0,0.6,0.02,-0.02,0,1,0,0,0,0,0,1.34,0.11,-0.18,0,0.012,0.001,-0.002,0,0.2342,0.0167,-0.0217,0,2455849.5578,0.0067,-0.0056,0,0,2015,3,0,47,12,19.02443924,69.750148,14.984359,295.349953,61.373889,0,2.7,0.02,-0.02,0,369.86,2.78,-2.78,0,9.6,0,0,5.1,0,0,10.9,0,0,7.8,0,0,1.9,0,0,8,0,0,4.67,0.02,-0.02,0,-0.37,0.1,-0.1,0,0,0,0,0,0,3,0,13.233,0.022,0,12.581,0.019,0,12.488,0.022,0,12.459,0.024,0,12.483,0.022,0,12.396,0.351,0,9.06,-1,14,0.652,0.029,0,0.093,0.029,0,0.745,0.031,0,5
"2883",2883,0,1,177.6693,0.0031,-0.003,0,0,0.21,0.02,-0.02,0,0,1,0,1,288.610544,49.968632,779,45,-38,0,15.891,0,15.901,0,4723,100,-100,0,0.74,0.03,-0.03,0,0.71,0.03,-0.02,0,1,0,0,0,0,0,2.33,0.19,-0.22,0,0.021,0.002,-0.002,0,0.3729,0.0225,-0.0246,0,2455630.246,0.0076,-0.0077,0,0,2015,3,0,47,12,19.24070293,80.935451,16.96467,308.866448,70.906047,0,1.22,0.03,-0.03,0,820.72,23.49,-23.49,0,-12.5,0.1,0,-20.3,0.1,0,23.8,0.1,0,-12.5,0.1,0,-20.3,0.1,0,23.8,0.1,0,4.61,0.02,-0.03,0,-0.01,0.1,-0.1,0,0,0,0,0,0,3,0,14.365,0.036,0,13.802,0.036,0,13.815,0.045,0,13.669,0.024,0,13.725,0.029,0,12.909,0.386,0,9.526,-1,14,0.563,0.051,0,-0.013,0.058,0,0.55,0.058,0,5
"2884",2884,0,5,3.6001053,8.3e-06,-8e-06,0,0,0.036,0.001,-0.001,0,0,1,0,0,289.752289,41.634605,35.7,1.1,-1.1,0,8.88,0,8.643,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1,0,0,0,0,0,0.403,0.016,-0.014,0,0.004,0,0,0,0.079837,0.0012,-0.00504,NA,2454966.2599,0.0018,-0.0018,0,0,2015,3,0,28,21,19.31681925,73.363269,12.892232,303.535488,62.792918,0,27.41,0.03,-0.03,0,36.48,0.04,-0.04,0,94.7,0.1,0,-632.2,0.1,0,639.3,0.1,0,94.7,0.1,0,-632.2,0.1,0,639.3,0.1,0,4.56,0.01,-0.01,0,-0.55,0.07,-0.07,0,1,0,1,0,0,3,0,7.244,0.025,0,6.772,0.047,0,6.703,0.02,0,6.624,0.072,0,6.615,0.023,0,6.629,0.016,0,6.56,0,19,0.472,0.053,0,0.069,0.051,0,0.541,0.032,0,12
